human_entrez	human_symbol	cor_fib_1	cor_fib_2	mean_cor_fib	cor_esc_1	cor_esc_2	mean_cor_esc	mean_cor_fib_esc
51386	EIF3L	1	1	1	1	0.5	0.75	0.875
138255	C9orf135	0	0	0	-0.866025403784439	0	-0.433012701892219	-0.21650635094611
4863	NPAT	-1	-1	-1	1	0.5	0.75	-0.125
129138	ANKRD54	-0.5	0.5	0	-0.5	-0.5	-0.5	-0.25
5834	PYGB	-1	-1	-1	-0.5	-0.5	-0.5	-0.75
4008	LMO7	-1	-0.5	-0.75	0.5	-1	-0.25	-0.5
389075	RESP18	0	0.866025403784439	0.433012701892219	0.866025403784439	0	0.433012701892219	0.433012701892219
728577	CNTNAP3B	0	0	0	0.5	-1	-0.25	-0.125
5213	PFKM	1	1	1	-1	0.5	-0.25	0.375
8522	AC005747.1	1	-1	0	-1	0.5	-0.25	-0.125
955	ENTPD6	1	1	1	-1	-1	-1	0
29843	SENP1	-1	-0.5	-0.75	1	0.5	0.75	0
30813	VSX1	0	-0.5	-0.25	-0.5	-1	-0.75	-0.5
51267	CLEC1A	0.5	1	0.75	0	0	0	0.375
9882	TBC1D4	0.5	0.5	0.5	-1	-1	-1	-0.25
11078	TRIOBP	-0.5	-0.5	-0.5	0.5	1	0.75	0.125
57136	APMAP	-1	-1	-1	-1	-0.5	-0.75	-0.875
79159	NOL12	1	1	1	-0.5	0.5	0	0.5
168448	CDC14C	0.5	1	0.75	-1	-0.5	-0.75	0
4047	LSS	1	1	1	0.5	1	0.75	0.875
84138	SLC7A6OS	0.5	-0.5	0	-0.5	0.5	0	0
54941	RNF125	0.5	0	0.25	0.5	-0.5	0	0.125
57415	C3orf14	0.5	1	0.75	-0.5	-0.5	-0.5	0.125
11046	SLC35D2	-1	-1	-1	-1	-0.5	-0.75	-0.875
3293	HSD17B3	0	0	0	1	-1	0	0
54059	YBEY	0.5	1	0.75	1	0.5	0.75	0.75
26088	GGA1	1	1	1	-1	-0.5	-0.75	0.125
55356	SLC22A15	-1	-1	-1	-0.5	-0.5	-0.5	-0.75
90102	PHLDB2	-1	-1	-1	0.5	-0.5	0	-0.5
50512	PODXL2	-1	-1	-1	-0.5	0.5	0	-0.5
55347	ABHD10	-1	-1	-1	0.5	0.5	0.5	-0.25
27013	CNPPD1	-1	-0.5	-0.75	-1	-1	-1	-0.875
476	ATP1A1	1	0.5	0.75	1	1	1	0.875
22894	DIS3	0.5	0.5	0.5	1	1	1	0.75
29775	CARD10	1	1	1	-1	-0.5	-0.75	0.125
11343	MGLL	-1	-1	-1	-0.5	-0.5	-0.5	-0.75
344805	TMPRSS7	0	0	0	0.5	0	0.25	0.125
166348	KBTBD12	1	1	1	-0.5	1	0.25	0.625
51014	TMED7	-0.5	0.5	0	1	0.5	0.75	0.375
440145	MZT1	-1	-0.5	-0.75	0.5	0.5	0.5	-0.125
79669	C3orf52	0	-0.866025403784439	-0.433012701892219	0.5	-0.5	0	-0.21650635094611
7075	TIE1	0.5	0.5	0.5	-0.5	1	0.25	0.375
54947	LPCAT2	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
25823	TPSG1	0	0.5	0.25	0	0	0	0.125
256691	MAMDC2	0.5	1	0.75	0	-0.5	-0.25	0.25
6285	S100B	1	-0.5	0.25	0	0	0	0.125
23331	TTC28	-1	-1	-1	-1	-0.5	-0.75	-0.875
285335	SLC9C1	0	0	0	0	0.866025403784439	0.433012701892219	0.21650635094611
84419	C15orf48	0	0	0	0.5	-0.5	0	0
26050	SLITRK5	0	0	0	1	0.5	0.75	0.375
60678	EEFSEC	-0.5	-0.5	-0.5	0.5	-0.5	0	-0.25
5880	RAC2	0.5	0.5	0.5	1	-0.5	0.25	0.375
8458	TTF2	-1	-1	-1	1	0.5	0.75	-0.125
7475	WNT6	0.5	0.5	0.5	-0.5	-1	-0.75	-0.125
9169	SCAF11	1	0.5	0.75	1	0.5	0.75	0.75
80263	TRIM45	1	-1	0	-0.5	1	0.25	0.125
196528	ARID2	1	0.5	0.75	0.5	-0.5	0	0.375
3299	HSF4	-1	-1	-1	1	-0.5	0.25	-0.375
23334	SZT2	-0.5	-1	-0.75	-0.5	-1	-0.75	-0.75
90525	SHF	-1	-0.5	-0.75	-1	-0.5	-0.75	-0.75
9654	TTLL4	0.5	0.5	0.5	1	-0.5	0.25	0.375
53905	DUOX1	-0.5	0.5	0	-1	-1	-1	-0.5
113829	SLC35A4	1	1	1	-1	-0.5	-0.75	0.125
27148	STK36	0.5	1	0.75	-1	-1	-1	-0.125
5797	PTPRM	-1	-1	-1	-0.5	-0.5	-0.5	-0.75
23322	RPGRIP1L	-1	-0.5	-0.75	-1	-0.5	-0.75	-0.75
10885	WDR3	1	1	1	1	1	1	1
79734	KCTD17	1	1	1	-0.5	0.5	0	0.5
79050	NOC4L	1	1	1	-1	1	0	0.5
5792	PTPRF	-1	-1	-1	-0.5	-0.5	-0.5	-0.75
4026	LPP	-1	-1	-1	-0.5	-1	-0.75	-0.875
4282	MIF	1	1	1	-0.5	0.5	0	0.5
1806	DPYD	0	0	0	-0.866025403784439	-0.866025403784439	-0.866025403784439	-0.433012701892219
55336	FBXL8	-1	-1	-1	0.5	-0.5	0	-0.5
50614	GALNT9	0	0	0	0.5	-0.5	0	0
653689	GSTT2B	0.5	-1	-0.25	-0.5	-0.5	-0.5	-0.375
56929	FEM1C	-1	-1	-1	1	0.5	0.75	-0.125
9150	CTDP1	-0.5	-0.5	-0.5	0.5	1	0.75	0.125
9682	KDM4A	-1	-0.5	-0.75	-1	-0.5	-0.75	-0.75
7148	TNXB	1	0.5	0.75	-0.866025403784439	0.866025403784439	0	0.375
1785	DNM2	-1	-1	-1	-1	-0.5	-0.75	-0.875
163404	PLPPR5	0	0	0	0	0.866025403784439	0.433012701892219	0.21650635094611
9435	CHST2	0.5	1	0.75	1	1	1	0.875
6416	MAP2K4	1	1	1	0.5	-0.5	0	0.5
64108	RTP4	-0.5	-0.5	-0.5	0	0	0	-0.25
83448	PUS7L	1	1	1	-0.5	-0.5	-0.5	0.25
79057	PRRG3	0.5	1	0.75	0.5	-0.5	0	0.375
57695	USP37	-1	-0.5	-0.75	1	-0.5	0.25	-0.25
9670	IPO13	1	0.5	0.75	-1	-0.5	-0.75	0
140691	TRIM69	-0.5	0.5	0	-0.5	0.5	0	0
2342	FNTB	-1	-0.5	-0.75	-0.5	0.5	0	-0.375
54873	PALMD	-1	-1	-1	-0.866025403784439	0.5	-0.183012701892219	-0.59150635094611
533	ATP6V0B	-1	-0.5	-0.75	-1	-0.5	-0.75	-0.75
22878	TRAPPC8	-0.5	-0.5	-0.5	-0.5	-1	-0.75	-0.625
132112	RTP1	0	0	0	0	-0.866025403784439	-0.433012701892219	-0.21650635094611
391059	FRRS1	-0.5	-1	-0.75	-0.5	-1	-0.75	-0.75
9912	ARHGAP44	-1	-1	-1	-1	-0.5	-0.75	-0.875
23122	CLASP2	-1	-1	-1	-0.5	-1	-0.75	-0.875
80208	SPG11	0.5	-0.5	0	-1	-1	-1	-0.5
178	AGL	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
55270	NUDT15	0.5	0.5	0.5	0.5	0.5	0.5	0.5
100130958	SYCE1L	1	1	1	0.866025403784439	0	0.433012701892219	0.71650635094611
51496	CTDSPL2	-1	-0.5	-0.75	1	0.5	0.75	0
83606	GUCD1	1	1	1	0.5	-1	-0.25	0.375
143384	CACUL1	1	0.5	0.75	1	0.5	0.75	0.75
9892	SNAP91	1	1	1	-0.5	-1	-0.75	0.125
84168	ANTXR1	-1	-1	-1	-0.5	0.5	0	-0.5
79033	ERI3	0.5	0.5	0.5	-0.5	-0.5	-0.5	0
51733	UPB1	0.5	-0.5	0	-1	-1	-1	-0.5
84693	MCEE	-1	1	0	0.5	-0.5	0	0
54386	TERF2IP	-1	1	0	0.5	0.5	0.5	0.25
8225	GTPBP6	1	0.5	0.75	-1	-0.5	-0.75	0
9823	ARMCX2	1	1	1	1	1	1	1
54482	TRMT13	1	1	1	-0.5	-1	-0.75	0.125
10161	LPAR6	0.5	1	0.75	-1	-0.5	-0.75	0
117289	TAGAP	-0.5	-1	-0.75	-1	-1	-1	-0.875
170689	ADAMTS15	-0.5	0.5	0	0.5	-1	-0.25	-0.125
22890	ZBTB1	-0.5	-1	-0.75	0.5	0.5	0.5	-0.125
22909	FAN1	-1	-0.5	-0.75	-0.5	-1	-0.75	-0.75
51309	ARMCX1	0.5	0.5	0.5	1	1	1	0.75
64109	CRLF2	-1	-0.5	-0.75	1	-0.5	0.25	-0.25
100188893	TOMM6	1	1	1	-1	0.5	-0.25	0.375
57700	FAM160B1	1	1	1	0.5	0.5	0.5	0.75
117155	CATSPER2	0.5	-0.5	0	-1	-0.5	-0.75	-0.375
22862	FNDC3A	-1	-1	-1	-1	-0.5	-0.75	-0.875
167681	PRSS35	-1	-0.5	-0.75	-0.5	1	0.25	-0.25
161497	STRC	1	-0.5	0.25	-0.5	0.5	0	0.125
23185	LARP4B	-1	-0.5	-0.75	1	0.5	0.75	0
1427	CRYGS	0	0	0	0	0	0	0
8556	CDC14A	0.5	1	0.75	-0.5	-1	-0.75	0
151516	ASPRV1	1	0.5	0.75	-0.5	-1	-0.75	0
161725	OTUD7A	1	0.5	0.75	-0.5	-1	-0.75	0
9677	PPIP5K1	-1	-1	-1	-1	-1	-1	-1
145567	TTC7B	-1	-1	-1	-1	0.5	-0.25	-0.625
116285	ACSM1	0	0	0	0	0	0	0
3425	IDUA	-1	-1	-1	-1	-1	-1	-1
7984	ARHGEF5	-1	-1	-1	-1	-0.5	-0.75	-0.875
2958	GTF2A2	-1	-0.5	-0.75	-1	1	0	-0.375
9068	ANGPTL1	0.5	-1	-0.25	-0.5	-0.5	-0.5	-0.375
84937	ZNRF1	-0.5	-1	-0.75	-1	-1	-1	-0.875
51611	DPH5	1	1	1	0.5	1	0.75	0.875
9917	FAM20B	-1	-0.5	-0.75	1	1	1	0.125
23543	RBFOX2	1	1	1	-0.5	-1	-0.75	0.125
577	ADGRB3	1	0.5	0.75	-0.5	-0.5	-0.5	0.125
80830	APOL6	1	0.5	0.75	-0.5	-0.5	-0.5	0.125
4646	MYO6	-0.5	-0.5	-0.5	-1	-1	-1	-0.75
59353	TMEM35A	0	0	0	-1	-0.5	-0.75	-0.375
79152	FA2H	0	0	0	-1	0.5	-0.25	-0.125
10644	IGF2BP2	-1	0.5	-0.25	1	1	1	0.375
4692	NDN	-1	1	0	1	0.5	0.75	0.375
80346	REEP4	-0.5	-0.5	-0.5	1	1	1	0.25
55930	MYO5C	-1	-1	-1	-1	-1	-1	-1
124044	SPATA2L	-0.5	-0.5	-0.5	-1	-1	-1	-0.75
203190	LGI3	0	0	0	-0.5	-1	-0.75	-0.375
55159	RFWD3	-1	-1	-1	1	0.5	0.75	-0.125
57524	CASKIN1	-0.5	-0.5	-0.5	1	1	1	0.25
53354	PANK1	-1	-1	-1	-0.5	-1	-0.75	-0.875
10815	CPLX1	0	0	0	-1	0.5	-0.25	-0.125
9175	MAP3K13	-1	-1	-1	-0.5	-0.5	-0.5	-0.75
10336	PCGF3	-1	-1	-1	1	0.5	0.75	-0.125
55066	PDPR	-1	-0.5	-0.75	1	0.5	0.75	0
5289	PIK3C3	-0.5	-1	-0.75	-0.5	-0.5	-0.5	-0.625
51495	HACD3	1	0.5	0.75	-0.5	0.5	0	0.375
57536	KIAA1328	-1	-0.5	-0.75	-1	-1	-1	-0.875
348174	CLEC18A	0	-0.866025403784439	-0.433012701892219	-0.5	0.5	0	-0.21650635094611
55124	PIWIL2	-0.5	0.5	0	-1	-0.5	-0.75	-0.375
23355	VPS8	-1	0.5	-0.25	-0.5	0.5	0	-0.125
7553	ZNF7	-0.5	1	0.25	-0.5	-0.5	-0.5	-0.125
9857	CEP350	-0.5	-0.5	-0.5	0.5	-0.5	0	-0.25
2562	GABRB3	-0.866025403784439	0.5	-0.183012701892219	-1	-0.5	-0.75	-0.46650635094611
5768	QSOX1	0.5	1	0.75	-0.5	0.5	0	0.375
7351	UCP2	1	1	1	-0.5	-0.5	-0.5	0.25
80728	ARHGAP39	1	1	1	-1	-1	-1	0
84320	ACBD6	1	0.5	0.75	0.5	0.5	0.5	0.625
197258	FCSK	-1	-0.5	-0.75	-1	-0.5	-0.75	-0.75
10322	SMYD5	1	1	1	-0.5	1	0.25	0.625
441381	LRRC24	1	-0.5	0.25	-0.5	-0.5	-0.5	-0.125
57805	CCAR2	1	1	1	-1	1	0	0.5
1112	FOXN3	-1	-1	-1	-0.5	-1	-0.75	-0.875
150	ADRA2A	-1	-1	-1	-0.5	-1	-0.75	-0.875
94097	SFXN5	1	-0.5	0.25	-1	-0.5	-0.75	-0.25
10451	VAV3	-0.5	-0.5	-0.5	-0.5	-1	-0.75	-0.625
57710	KIAA1614	0.5	0.5	0.5	-1	-0.5	-0.75	-0.125
2016	EMX1	0	0	0	0.5	-1	-0.25	-0.125
9684	LRRC14	0.5	0.5	0.5	-1	-1	-1	-0.25
1960	EGR3	1	0.5	0.75	1	-1	0	0.375
23450	SF3B3	-0.5	0.5	0	0.5	0.5	0.5	0.25
6697	SPR	-0.5	-1	-0.75	-1	-0.5	-0.75	-0.75
63943	FKBPL	1	0.5	0.75	-1	1	0	0.375
9705	ST18	-0.5	0.5	0	0	0.866025403784439	0.433012701892219	0.21650635094611
90480	GADD45GIP1	1	1	1	1	-0.5	0.25	0.625
84057	MND1	1	1	1	0.5	0.5	0.5	0.75
83759	RBM4B	1	0.5	0.75	0.5	-0.5	0	0.375
9401	RECQL4	-0.5	-0.5	-0.5	0.5	0.5	0.5	0
92154	MTSS2	-1	-0.5	-0.75	1	1	1	0.125
51806	CALML5	0.866025403784439	0	0.433012701892219	-0.5	1	0.25	0.34150635094611
23240	TMEM131L	1	0.5	0.75	-1	-1	-1	-0.125
9379	NRXN2	-0.5	-1	-0.75	0.5	0.5	0.5	-0.125
23233	EXOC6B	-0.5	-1	-0.75	-0.5	-1	-0.75	-0.75
79871	RPAP2	-0.5	0.5	0	-0.5	0.5	0	0
2831	NPBWR1	-0.5	-1	-0.75	0.5	-1	-0.25	-0.5
79754	ASB13	-0.5	1	0.25	0.5	-0.5	0	0.125
8291	DYSF	-0.5	-1	-0.75	-0.5	-0.5	-0.5	-0.625
114791	TUBGCP5	0.5	-0.5	0	-0.5	0.5	0	0
538	ATP7A	1	0.5	0.75	1	-0.5	0.25	0.5
51606	ATP6V1H	-1	-1	-1	-1	-0.5	-0.75	-0.875
54906	TASOR2	1	0.5	0.75	-1	-1	-1	-0.125
253152	EPHX4	-0.866025403784439	-0.5	-0.683012701892219	-0.5	1	0.25	-0.21650635094611
25963	TMEM87A	0.5	0.5	0.5	-1	-0.5	-0.75	-0.125
10195	ALG3	1	0.5	0.75	-1	-0.5	-0.75	0
6917	TCEA1	0.5	0.5	0.5	1	0.5	0.75	0.625
84988	PPP1R16A	1	1	1	-1	-1	-1	0
1769	DNAH8	0.5	1	0.75	1	-0.5	0.25	0.5
2244	FGB	-0.866025403784439	0	-0.433012701892219	0	0	0	-0.21650635094611
8928	FOXH1	-0.5	0.5	0	0.5	1	0.75	0.375
29088	MRPL15	0.5	1	0.75	-0.5	-0.5	-0.5	0.125
8605	PLA2G4C	-1	-0.5	-0.75	0.5	0.5	0.5	-0.125
8707	B3GALT2	0.5	0.866025403784439	0.683012701892219	-0.5	1	0.25	0.46650635094611
8681	JMJD7-PLA2G4B	-1	-1	-1	-1	-1	-1	-1
54207	KCNK10	-0.5	1	0.25	0	0	0	0.125
11037	STON1	-1	-1	-1	0.5	-0.5	0	-0.5
64772	ENGASE	-1	-0.5	-0.75	-1	-0.5	-0.75	-0.75
2266	FGG	0	0	0	0	0.5	0.25	0.125
8558	CDK10	-1	-0.5	-0.75	-1	-0.5	-0.75	-0.75
687	KLF9	0.5	-1	-0.25	-1	-0.5	-0.75	-0.5
133522	PPARGC1B	0.5	1	0.75	-1	-0.5	-0.75	0
3959	LGALS3BP	-1	-0.5	-0.75	-0.5	-0.5	-0.5	-0.625
166863	RBM46	0	0	0	-0.5	1	0.25	0.125
54899	PXK	-1	-1	-1	0.5	0.5	0.5	-0.25
79884	MAP9	0.5	1	0.75	0.5	-0.5	0	0.375
23005	MAPKBP1	0.5	1	0.75	-1	-1	-1	-0.125
9738	CCP110	-1	-0.5	-0.75	-0.5	-0.5	-0.5	-0.625
158866	ZDHHC15	0.5	0.5	0.5	-0.5	-0.5	-0.5	0
57602	AC022966.1	1	1	1	-0.5	-1	-0.75	0.125
2982	GUCY1A1	1	1	1	0.5	1	0.75	0.875
27243	CHMP2A	0.5	0.5	0.5	-1	-0.5	-0.75	-0.125
51573	GDE1	1	1	1	-1	-1	-1	0
55486	PARL	0.5	1	0.75	-0.5	0.5	0	0.375
23029	RBM34	0.5	0.5	0.5	-0.5	0.5	0	0.25
391104	VHLL	1	-0.5	0.25	-0.5	-1	-0.75	-0.25
4713	NDUFB7	1	0.5	0.75	-1	-0.5	-0.75	0
55845	BRK1	-0.5	-1	-0.75	-0.5	0.5	0	-0.375
23269	MGA	0.5	-0.5	0	-0.5	-0.5	-0.5	-0.25
57643	ZSWIM5	0	0.5	0.25	0.5	-1	-0.25	0
55521	TRIM36	-0.5	-1	-0.75	-0.5	0.5	0	-0.375
259266	ASPM	-1	-0.5	-0.75	1	0.5	0.75	0
85456	TNKS1BP1	0.5	0.5	0.5	1	0.5	0.75	0.625
57608	JCAD	-1	-1	-1	0.5	1	0.75	-0.125
55663	ZNF446	1	1	1	0.5	-1	-0.25	0.375
115795	FANCD2OS	0.5	1	0.75	-0.5	-0.5	-0.5	0.125
360023	ZBTB41	-1	-0.5	-0.75	0.5	-0.5	0	-0.375
6567	SLC16A2	0.5	-0.5	0	-0.5	-0.5	-0.5	-0.25
344387	CDKL4	0.866025403784439	0.5	0.683012701892219	-1	-0.5	-0.75	-0.0334936490538903
646862	RNF225	0.5	1	0.75	-0.5	1	0.25	0.5
5983	RFC3	-1	-1	-1	1	1	1	0
80778	ZNF34	-0.5	-0.5	-0.5	0.5	-0.5	0	-0.25
2891	GRIA2	-0.5	0.5	0	-0.5	1	0.25	0.125
8161	COIL	0.5	0.5	0.5	-0.5	0.5	0	0.25
10420	TESK2	1	1	1	-0.5	-0.5	-0.5	0.25
8632	DNAH17	1	-0.5	0.25	-0.5	-0.5	-0.5	-0.125
9652	TTC37	1	-0.5	0.25	0.5	1	0.75	0.5
3775	KCNK1	0	0	0	-1	-1	-1	-0.5
129807	NEU4	0	-0.866025403784439	-0.433012701892219	1	0.5	0.75	0.15849364905389
80148	SLC66A2	-1	0.5	-0.25	-0.5	-0.5	-0.5	-0.375
49855	SCAPER	-1	-1	-1	-1	-0.5	-0.75	-0.875
59350	RXFP1	-0.5	0.5	0	-0.5	1	0.25	0.125
23047	PDS5B	-0.5	-0.5	-0.5	-0.5	0.5	0	-0.25
29894	CPSF1	1	1	1	-0.5	-1	-0.75	0.125
2177	FANCD2	-1	-0.5	-0.75	-0.5	-0.5	-0.5	-0.625
10576	CCT2	1	1	1	1	1	1	1
10666	CD226	0	0	0	0	0	0	0
101927581	CCDC182	0	0	0	0	0.866025403784439	0.433012701892219	0.21650635094611
26015	RPAP1	-0.5	-1	-0.75	-1	-1	-1	-0.875
149483	CCDC17	-0.5	-0.5	-0.5	-1	-0.5	-0.75	-0.625
152273	FGD5	-0.866025403784439	-0.866025403784439	-0.866025403784439	-1	-1	-1	-0.933012701892219
64409	GALNT17	0.5	1	0.75	-0.5	-0.5	-0.5	0.125
4066	LYL1	0.5	-1	-0.25	0.5	1	0.75	0.25
60313	GPBP1L1	-1	-1	-1	0.5	-1	-0.25	-0.625
5255	PHKA1	-1	-1	-1	-0.5	-0.5	-0.5	-0.75
196446	MYRFL	1	0.5	0.75	1	0.5	0.75	0.75
219539	YPEL4	1	-1	0	-0.5	0.5	0	0
84077	C3orf20	0	0	0	-0.866025403784439	0.5	-0.183012701892219	-0.0915063509461097
56983	POGLUT1	1	-0.5	0.25	0.5	0.5	0.5	0.375
9855	FARP2	-1	-1	-1	-1	0.5	-0.25	-0.625
90233	ZNF551	1	0.5	0.75	0.5	1	0.75	0.75
25921	ZDHHC5	0.5	1	0.75	1	0.5	0.75	0.75
51244	CCDC174	-0.5	-0.5	-0.5	0.5	-0.5	0	-0.25
3069	HDLBP	0.5	1	0.75	1	-0.5	0.25	0.5
56884	FSTL5	0.5	-0.5	0	-1	0.5	-0.25	-0.125
1500	CTNND1	1	1	1	-0.5	-1	-0.75	0.125
57707	MEAK7	-1	-1	-1	-1	-1	-1	-1
50636	ANO7	-0.866025403784439	0.866025403784439	0	-1	-0.5	-0.75	-0.375
9973	CCS	1	1	1	-1	-0.5	-0.75	0.125
27333	GOLIM4	-0.5	-1	-0.75	-1	-1	-1	-0.875
154881	KCTD7	-0.5	0.5	0	0.5	-1	-0.25	-0.125
283578	TMED8	-1	-1	-1	0.5	-0.5	0	-0.5
9914	ATP2C2	-0.866025403784439	0	-0.433012701892219	-0.5	0.5	0	-0.21650635094611
11280	SCN11A	0	0	0	0	0.5	0.25	0.125
7409	VAV1	0	0	0	0.5	0.5	0.5	0.25
11251	PTGDR2	0.5	0.5	0.5	-0.5	-0.5	-0.5	0
8460	TPST1	1	1	1	0.5	1	0.75	0.875
6427	SRSF2	0.5	0.5	0.5	1	0.5	0.75	0.625
54903	MKS1	-1	-0.5	-0.75	-1	-1	-1	-0.875
29954	POMT2	1	0.5	0.75	-0.5	-0.5	-0.5	0.125
7103	TSPAN8	-1	-1	-1	-1	1	0	-0.5
23387	SIK3	-0.5	0.5	0	-1	-1	-1	-0.5
5276	SERPINI2	0	0	0	0	0	0	0
57156	TMEM63C	0.5	0.5	0.5	-1	-0.5	-0.75	-0.125
79740	ZBBX	0	0	0	-1	-0.5	-0.75	-0.375
11336	EXOC3	-0.5	-0.5	-0.5	0.5	-0.5	0	-0.25
54617	INO80	0.5	1	0.75	-1	-1	-1	-0.125
9256	TSPOAP1	0.5	1	0.75	-1	-1	-1	-0.125
85457	CIPC	1	-1	0	1	0.5	0.75	0.375
116064	LRRC58	-0.5	-0.5	-0.5	1	-0.5	0.25	-0.125
79919	MAB21L4	0	0	0	-0.5	-0.866025403784439	-0.683012701892219	-0.34150635094611
8473	OGT	1	-0.5	0.25	-1	-1	-1	-0.375
642658	SCX	-1	-1	-1	0.5	-0.5	0	-0.5
196441	ZFC3H1	1	0.5	0.75	0.5	-0.5	0	0.375
129080	EMID1	-0.5	0.5	0	-1	-0.5	-0.75	-0.375
896	CCND3	1	1	1	-0.5	0.5	0	0.5
64207	IRF2BPL	0.5	1	0.75	-1	-0.5	-0.75	0
2166	FAAH	-1	-1	-1	-0.5	-1	-0.75	-0.875
114821	ZBED9	0.5	1	0.75	-1	-0.5	-0.75	0
25807	RHBDD3	0.5	-1	-0.25	-1	-1	-1	-0.625
54894	RNF43	0.5	1	0.75	-0.5	-0.5	-0.5	0.125
105378696	TMEM275	0	0	0	0.866025403784439	-0.866025403784439	0	0
4905	NSF	-0.5	1	0.25	1	0.5	0.75	0.5
83693	HSDL1	-1	-1	-1	-1	-1	-1	-1
91782	CHMP7	-1	-1	-1	-0.5	1	0.25	-0.375
27258	LSM3	-0.5	0.5	0	1	1	1	0.5
203069	R3HCC1	-0.5	-1	-0.75	-0.5	-0.5	-0.5	-0.625
10634	GAS2L1	1	1	1	0.5	0.5	0.5	0.75
4017	LOXL2	1	1	1	-0.5	1	0.25	0.625
10721	POLQ	-1	-1	-1	-0.5	-1	-0.75	-0.875
10633	RASL10A	1	-0.5	0.25	-1	-0.5	-0.75	-0.25
9813	EFCAB14	-0.5	-0.5	-0.5	0.5	0.5	0.5	0
51281	ANKMY1	-0.5	-0.5	-0.5	-1	0.5	-0.25	-0.375
57617	VPS18	-0.5	-0.5	-0.5	-1	0.5	-0.25	-0.375
472	ATM	-1	-0.5	-0.75	0.5	-0.5	0	-0.375
346288	SEPTIN14	0.866025403784439	0	0.433012701892219	0.5	0.866025403784439	0.683012701892219	0.558012701892219
2817	GPC1	0.5	0.5	0.5	-1	-1	-1	-0.25
146167	SLC38A8	-1	0.5	-0.25	0.5	-0.5	0	-0.125
171177	RHOV	1	0.5	0.75	-1	-0.5	-0.75	0
2302	FOXJ1	-1	0.5	-0.25	-0.5	-0.5	-0.5	-0.375
159195	USP54	1	0.5	0.75	-0.5	-1	-0.75	0
374819	LRRC37A3	0	0	0	-0.5	0.5	0	0
2804	GOLGB1	0.5	0.5	0.5	-0.5	-1	-0.75	-0.125
79885	HDAC11	0.5	-0.5	0	-1	-0.5	-0.75	-0.375
9842	PLEKHM1	-0.5	-0.5	-0.5	-1	-1	-1	-0.75
51312	SLC25A37	0.5	-0.5	0	-1	-1	-1	-0.5
26054	SENP6	1	-0.5	0.25	-0.5	-0.5	-0.5	-0.125
10554	AGPAT1	1	1	1	-1	1	0	0.5
201176	ARHGAP27	-0.5	1	0.25	-1	0.5	-0.25	0
55640	FLVCR2	-0.5	-1	-0.75	-0.5	-1	-0.75	-0.75
54512	EXOSC4	1	1	1	-1	-0.5	-0.75	0.125
81556	INTS14	-1	-1	-1	1	0.5	0.75	-0.125
79683	ZDHHC14	-1	-1	-1	-1	-1	-1	-1
10538	BATF	-0.5	0	-0.25	-0.5	-1	-0.75	-0.5
55209	SETD5	-1	-0.5	-0.75	0.5	-0.5	0	-0.375
122953	JDP2	-1	-0.5	-0.75	0.5	-1	-0.25	-0.5
8563	THOC5	1	1	1	-1	0.5	-0.25	0.375
22997	IGSF9B	-1	-0.5	-0.75	-0.5	-1	-0.75	-0.75
55192	DNAJC17	0.5	1	0.75	1	1	1	0.875
2125	EVPL	-1	0.5	-0.25	-1	-1	-1	-0.625
8508	NIPSNAP1	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
91754	NEK9	0.5	-1	-0.25	0.5	-0.5	0	-0.125
26146	TRAF3IP1	1	0.5	0.75	-0.5	1	0.25	0.5
80206	FHOD3	0.5	1	0.75	-1	-1	-1	-0.125
9969	MED13	-1	-0.5	-0.75	1	-0.5	0.25	-0.25
51307	FAM53C	-1	-1	-1	0.5	-0.5	0	-0.5
80071	CCDC15	-1	-0.5	-0.75	0.5	1	0.75	0
93517	SDR42E1	0.5	-1	-0.25	-1	-1	-1	-0.625
121256	TMEM132D	1	0.5	0.75	-0.5	-0.5	-0.5	0.125
24137	KIF4A	-1	-0.5	-0.75	1	1	1	0.125
9922	IQSEC1	-1	-1	-1	-1	-1	-1	-1
1836	SLC26A2	1	1	1	-1	-1	-1	0
51013	EXOSC1	1	1	1	-1	-1	-1	0
92293	TMEM132C	0	0	0	-0.5	0.5	0	0
54793	KCTD9	-1	-1	-1	0.5	-0.5	0	-0.5
83990	BRIP1	-1	-1	-1	0.5	-1	-0.25	-0.625
5336	PLCG2	0.5	-0.5	0	-1	-1	-1	-0.5
9889	ZBED4	-1	0.5	-0.25	0.5	-0.5	0	-0.125
167555	FAM151B	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
9118	INA	0	-0.5	-0.25	1	0.5	0.75	0.25
23558	WBP2	-0.5	-0.5	-0.5	-1	1	0	-0.25
867	CBL	0	-0.5	-0.25	0	0.866025403784439	0.433012701892219	0.0915063509461097
404672	GTF2H5	1	1	1	-1	0.5	-0.25	0.375
10051	SMC4	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5	-0.5
10267	RAMP1	-1	-1	-1	0.5	0	0.25	-0.375
8897	MTMR3	-0.5	-0.5	-0.5	-1	-1	-1	-0.75
221184	CPNE2	-1	-1	-1	-1	-1	-1	-1
26007	TKFC	0.5	1	0.75	-0.5	-1	-0.75	0
