FIB_slow1	FIB_slow2	FIB_slow3	FIB_slow4	FIB_m1	FIB_m2	FIB_fast1	FIB_fast2	FIB_fast3	FIB_fast4
ENSMUSG00000001333	33.2675390649092	32.2900673059769	29.2412861718517	76.8648699803128	29.3000001395517	35.2773510166527	47.4911608692778	42.4873532306778	40.3746921965735	45.3668122607914
ENSMUSG00000001334	4.04488621820388	2.01604644260163	1.00353340027527	0	0	1.00705790496354	2.01167717178873	1.00995349288829	1.00277479154558	2.00717143572027
ENSMUSG00000001348	3	6	5	8	5	7	3	3	0	0
ENSMUSG00000001349	283	284	1865.41210043333	870.884196282549	341	484	380	619	540.971810461577	171.521757991971
ENSMUSG00000001366	743	647	704	663	695	905	668	717	562	650
ENSMUSG00000001376	1380.98149250489	1446.95268096413	1089.99351088608	1107.43776642355	1364.38911747576	1718.57704541054	1383.38862729614	1446.98950790632	985.702400975376	1001.73600411567
ENSMUSG00000001380	2051.828429619	1848.32984265298	2598.74816005193	2572.01224905993	2078.85238694943	2512.63426914062	2292.08114404228	2506.74805662331	3316.46883629466	2733.96655088485
ENSMUSG00000001383	1600.05095018283	1487	1884	1922	1680	2109.58076137154	1717.61479780697	1843.28012159479	2244	2076
ENSMUSG00000001403	2746.84859905551	2123.37059042954	5694.20908009062	5068.40056610425	1117.53180625987	1126.07911612061	972.27807848161	878.605586589033	3120.13196243055	2321.28309487114
ENSMUSG00000001415	3325.66028811502	3062.81670515098	3428.81553717858	3523.01682115945	3050.08472633216	3712.72745196794	3152.51778109525	3464.68764746455	4095.22428703024	3477.12556320092
ENSMUSG00000001416	5111.84714430144	4517.62853101847	6308.70981673114	6836.43875773179	5760.1964285011	7491.14965359399	7522.21692218266	8157.03893732565	11888.9650750118	9940.17127897966
ENSMUSG00000001418	2621.01367645738	2371.04687365978	2540.37666067012	3149.53802416903	3112.62582502679	3575.73047281013	3239.2074756885	3025.95539299828	3421.5089046912	3609.11207629663
ENSMUSG00000001419	2854.17344162818	2654.97454659699	2521.93136276465	2811.77221532466	3241.07718481993	3598.74270932507	3563.01769073756	3707.48992812028	3354	3743.10016499071
ENSMUSG00000001420	27.2558326792905	29.7122500822395	19.4543201920073	32.1638333968371	24.7569768715264	33.6954843620041	34.0393916900945	44.1931013693039	23.4750366527144	32.3421590489255
ENSMUSG00000001424	4146.8794156601	3492.67553064052	4182.56062075642	4231.32796910131	4074.12330125955	5353.43244891121	4785.89527335511	4856.78545131572	6808.22521555852	6279.03752187861
ENSMUSG00000001435	1800	1350.00354718951	2048.09558452119	2589.3589042882	3052.18085344079	3379.00453315499	6311	7305.03305959102	5447.50778639609	5707.82465843964
ENSMUSG00000001436	632	544	924	934	719	813	937	956	1399	1227
ENSMUSG00000001440	14512	13290	13787	13862	13247	16414	14834	17746	16676	14519
ENSMUSG00000001441	2486.07488257419	2356.58963381101	2358.02458685202	2383.32683818558	2665.02721318984	2995.02323318257	2928.09292563468	2939.05532291014	2820.02307372113	2516.88344730481
ENSMUSG00000001444	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001445	1126.59329114235	970.683407109234	1238.27640597848	1320.59346681555	1029.72099502538	1225.46094031988	1028.15877317076	1175.52167038705	1284.62493585501	1178.18941764904
ENSMUSG00000001467	5313.51679083753	4906.96594845385	5851.8588750808	5828.76103541476	6090.00955685435	7412.08272163395	6686.90008272405	7756.74169719519	8717.42558480296	9268.18100221056
ENSMUSG00000001472	7275	6646	2409.3674456057	2581.74377417557	6924.98988692556	8222.9965360252	6313.99687236144	6466.99593744348	2733.49623124344	1994.42552240759
ENSMUSG00000001473	7559.20386791004	5884	9925.23943825039	8849.13017020501	4927.38686338548	6214.61348653478	4837.62114291453	5237.64696804836	8206	6333
ENSMUSG00000001482	1199.8003199535	1044.44107489498	913.201386498547	1390.78954988129	1155.8052233546	1355.71046144002	1152.90869570056	1258.05418054182	1242.33594031572	1446.91763670012
ENSMUSG00000001493	4	4	7	8	4	4	12	7	8	5
ENSMUSG00000001494	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001496	1.29412887500881	1.30818689421259	0	2.04233059183914	2.21179986403693	0	0	3.27935488482096	0	0
ENSMUSG00000001497	665.065863289955	570.8836806545	411.002197848505	455.007573376033	678.683520653038	741.899248084992	538.131334786524	512.297269594402	375.816188883561	462.005621625487
ENSMUSG00000001504	1804.32356104122	1532.92622204306	1445	1362.44894859649	1783.38256681179	2064.9496040153	1790.96824791581	1764.17539410309	1049.91450669405	1038.85879877563
ENSMUSG00000001506	480721.99996273	384707	317684	424971	446711	533733	344256	349810	291641	405355
ENSMUSG00000001507	811	695	767	944	704	844	878	1004	1080	1234
ENSMUSG00000001508	22	12	30	35	22	28	14	13	10	18
ENSMUSG00000001510	10	17	5	9	8	6	11	12	3	4
ENSMUSG00000001517	3367.83502471573	2748.47997677582	4773.61547658988	4396.42911524053	2035.10553288137	2036.27445422445	1742.4883098431	2016.88115800705	2897.45961657484	2566.91783898585
ENSMUSG00000001518	460.788353713262	383.31086423233	390.771241395842	397.151120551714	379.591250124096	434.565704466065	398.690526394068	383.116819606044	424.397706998626	401.133560476459
ENSMUSG00000001520	74.6795714490316	56.0065033241721	44.1018099182364	33.7452905126869	66.2979168274623	65.7653871389642	65.4788481024608	53.4416564609963	24.9265752511422	28.3075750031525
ENSMUSG00000001521	2273.75891673117	2019.44650381383	2215.78360764087	2112.77985649249	2147.94017030772	2562.32494238976	1985.2469181278	2072.02782708066	2107.37870838053	2164.77866209214
ENSMUSG00000001524	532	467.356749552933	514	686	560.035091785946	671	662.219406857734	679.137715856846	725	796.042874910274
ENSMUSG00000001525	52648.2419994254	42115.5495787271	61648.1936396024	57086.9693748023	39479.9657692909	49015.6644516213	37635.9009224244	40019.8790571275	49458.8401456457	42035.595401646
ENSMUSG00000001542	3430.17102565824	3333.51501200079	1737.44533440336	1681.2228843069	2970.47153268563	3475.02258501548	1973.43570698549	2341.61480724872	1130.40410056994	1212.95943084933
ENSMUSG00000001552	3198.67951990085	2834.18636980984	3184.07384538446	3345	2951.87457387266	3565.32142542718	2328.2894466713	2546.93790634434	1588	1731.96337109076
ENSMUSG00000001555	6900.36022971044	6034.95695834048	7132.54774086665	8345.58050474962	7247.59257900874	9098.08509696291	8080.27852163588	8189.12459621583	9788.91956582098	10034.90035706
ENSMUSG00000001558	23	24	6	19	44	39	31	31	13	24
ENSMUSG00000001566	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001569	1267.10038069899	1216.16065229077	1173.22940219143	1066.31297698502	1373.43017291115	1663.3177923784	1532.81200557238	1652.07329470532	1250.21977707032	1180.9489297732
ENSMUSG00000001576	8923	7589	10577	9977	9223	11176	9932	10743	10369	9019
ENSMUSG00000001583	3.06249517916101	10.0656858594998	6.15069370289497	2.12914782162591	5.39418886764785	5.0687106485655	3.13761530552479	7.15016153995775	1.06100922818657	0
ENSMUSG00000001588	1	4	1	4	2	3	2	0	1	4
ENSMUSG00000001604	22	11	14	28	27	14	24	23	66	83
ENSMUSG00000001622	1	1	0	4.32369518162375	1.52588593452711	4.93816217685563	5.59687756411158	1.11823038651976	3.19122248966834	4.42964706083357
ENSMUSG00000001627	3344.29666785409	3008.73347948801	3313.98206974953	2833.57122310582	2627.69411321438	3227.82810959664	2671.81202316654	2763.06031045595	2583.21698259673	1903.77933691353
ENSMUSG00000001630	647.470676855557	594.148708758532	440.103701340253	515.261436834387	599.00509170465	657.270605458577	476.130974872564	502.620607814758	363.648187730614	413.403493340956
ENSMUSG00000001632	1284.20805439632	1130.33141890945	888.89250286091	894.547044199856	849.427044414573	1207.1493707651	958.473354100515	861.315341029003	1122.88389092092	841.334866333449
ENSMUSG00000001642	829.62623629742	692.221998081568	1178.66034855698	1252.15098838913	847.104492157697	1165.19071118648	1036.84083926871	1128.75168777927	1668.76310259567	1563.85542819343
ENSMUSG00000001655	2684	2238	2639	2324	3053	3520	3341	3279	2918	2886
ENSMUSG00000001656	1132	897	898	1055	1126	1365	1178	1132	1381	1558
ENSMUSG00000001657	60.1263617073025	61.3946979819272	37.078652309177	49.4320028555621	71.1925804626733	47.2195045950644	63.3758523323505	73.9956163267203	51.1673825319862	86.8066923414085
ENSMUSG00000001661	97	111	140	113	156	130	168	182	82	113
ENSMUSG00000001663	338	260	266	381	402	411	466	436	298	303
ENSMUSG00000001665	102.107499169213	47.0034858555634	65.3670839496346	59.7816678548953	69.9314906706553	67	63.54607415539	48.1139829505177	23.7608426501212	18.5460789722778
ENSMUSG00000001666	390	364	480	705	474	545	616	605	849	822
ENSMUSG00000001670	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001672	4	5	0	5	3	3	0	2	1	2
ENSMUSG00000001674	1306.9034092774	1162.84076075026	1524.64814288713	1352.24052350162	1508.64590596324	1888.06230847477	1732.26705246585	1721.18496267607	1844.25497264358	1632.35423378461
ENSMUSG00000001687	1017.39370815983	786.312767375866	558.309565055015	753.945712706636	1086.44303783848	1165.05232728688	873.798535163977	1154.1160013474	588.093183528478	538.357655122162
ENSMUSG00000001700	463	434	406	430	417	523	431	492	514	457
ENSMUSG00000001707	643	581	646.991897304363	558.247444412898	630	675	668	749	545.607911279063	407.476886474385
ENSMUSG00000001729	9508	7784	9231	9487	8658	10797	9050	9450	11433	10214
ENSMUSG00000001739	102	62	98	114	69	96	106	104	123	115
ENSMUSG00000001741	20.125288124212	21.0706816073404	8.09768493778982	16.1031664395059	13.1729708911998	25.273967996745	16.2049981384394	30.4310179839844	6.93355414033685	9.63055337393424
ENSMUSG00000001750	2058.4714889742	1767.02410392862	2370.40362783155	2476.97202413985	2034.58439203857	2329.51951176543	2346.28917746954	2433.15764840428	2718.92522680076	2719.60300729684
ENSMUSG00000001751	1170	958	812	1138	1062	1153	848	815	629	690
ENSMUSG00000001755	383	351	337	408	432	500	386	423	465	512
ENSMUSG00000001761	4415.16914543419	3407.49700433208	3382.469361271	3582.93136220682	4305.22533282373	4906.07404222334	4437.1942946383	4403.09694126022	4774.55825842406	4548.24076002629
ENSMUSG00000001763	66.0918634398649	50.8240110358281	107.914009787701	50.8986198118897	49.1457001424864	58.2332977108248	42.5119706564351	42.4882393240815	20.3199858302331	16.0305885416099
ENSMUSG00000001767	1351.99705107607	1209.99319339342	1199	1280	1481.99056266734	1715.98716938352	1408	1479.99356692189	1406	1299.99277074783
ENSMUSG00000001768	2558	2104	1652.97934171631	1804.96501327623	2701	2862	2350	2312	1392	1960
ENSMUSG00000001773	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001774	1567	1524	1141.24512095583	964.727035448668	1487	1617	1350	1592	903.656400639832	821.070720776417
ENSMUSG00000001783	4536	3735	4243	4638	5044	5754	5689	5866	5952	5511
ENSMUSG00000001785	1542	1416	1584.26298770941	1583.02341052897	1564	2004	1998	2199	1916.05007999589	1715.51555989476
ENSMUSG00000001786	603.027649992168	527.631923159171	480.051102714841	515.942124052951	592.213465170474	588.674162557117	537.753854789579	498.105345055077	496.17326783534	514.123834911262
ENSMUSG00000001794	4999.43121620571	3925.27699258407	4078.1284751	6180.00637155222	5803.58626052041	6472.5335128349	5655.61594808482	6178.61005985877	5255.37325640228	4856.77443271462
ENSMUSG00000001802	114.025622750167	91.0033902241487	114.011865211621	139.00884880698	117.01591784806	124.056017484002	167.01514373819	133.016257237684	172.031344076781	177.364741046064
ENSMUSG00000001804	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001815	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001819	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001823	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001827	4	2	7	4	2	9	6	3	13	0
ENSMUSG00000001829	804.948631508435	641.749291922828	1097.21336136424	1164.99694998796	815.84964357091	862.122912955612	823.54550424808	845.362247646989	1174.99550809026	1114.80961655247
ENSMUSG00000001833	11756	10825	8019.99435532252	7799.2721089534	10934	12376	9277	10535	6114.55857827223	6200.3541177788
ENSMUSG00000001844	851	782	815	980	985	963	977	887	872	967
ENSMUSG00000001847	11449.3383142166	10070.3188357481	10001.6817778948	9559.53475755989	11667.2403717002	13947.5231168619	12874.8469819622	14810.9090109251	10705.4101358635	9893.60675025127
ENSMUSG00000001855	1947.96938387861	1715.84177510792	1877.07578600073	1963.5993029476	1986.48748204006	2198.81329943133	1992.33157997167	2176.51847413385	2000.32628669885	2292.21825808674
ENSMUSG00000001864	644	611	1549	1076	479	559	524.956475274109	773	903	626
ENSMUSG00000001865	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001870	7576.03947514406	6635.25891141183	7563.43749052496	9744.8984224479	7287.72214952271	8397.64203882751	6932.54069703031	8245.93753263075	10907.2681037167	11838.598572414
ENSMUSG00000001891	4206.9722300536	3925.98745980124	3518	3497.98711584197	4558.98120424954	5330.99074107163	5326.97441672046	6022.97844564559	4956.99373207541	4482.97566273522
ENSMUSG00000001901	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001909	1253.17324503924	1189.02941617124	1297.10176897567	1430.19436521744	1386.46270521551	1683.33554772202	1367.07189276464	1389.93420046066	1632.88701467678	1540.93598475058
ENSMUSG00000001910	3074.72077104052	2348.96005802124	2989.49005864441	3685.64221637208	2971.56614163621	3340.39852415288	2869.50364204787	3498.74360413959	3925.74842836778	3939.134919663
ENSMUSG00000001911	9832.67049771395	8685.16461671437	6980.32551784787	8382.08009510287	9493.21725174451	11410.2017506692	7450.34961271779	8575.65865683246	5558.61166241151	7115.74401086217
ENSMUSG00000001918	1226	1098	1171	1393	1494.81803976367	1936.00789462628	1734.39619581096	1827.22448256814	1814	1856.88744755858
ENSMUSG00000001924	10105.0076978679	8984.91099309388	10883.6998742462	11040.4845182419	10988.5277843644	14107.1421037991	12749.9738380457	14346.601970825	13040.5282432533	12847.1893471892
ENSMUSG00000001930	45.9604463904926	31.7680079884609	22.9818588496903	37.2191758706358	36.9475864945334	48.7595151693831	21.3011703316382	36.9348851800637	10.1069219964184	15.3921124724289
ENSMUSG00000001942	349	292	131.359708368858	134.801153586673	312	369	222	249	75.4322393701619	85.7726523818719
ENSMUSG00000001943	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000001946	8	6	1	6	6	6	5	1	2	1
ENSMUSG00000001948	19	14	15	16.3628356195369	17	20	20	17	10.9999858348443	15
ENSMUSG00000001962	1556	1364	1399	1481	1681	2120	1895	1889	1372	1289
ENSMUSG00000001964	2010.98066823878	1749.73258319734	2910.84395351345	2899.14043946553	2042.31737682406	2544.01725185974	2418.45899842712	2623.42157082113	2831.12710407769	2608.00709551319
ENSMUSG00000001983	162.780844993983	129.622762692616	139.914486016129	157.326140821707	129.255683180396	172.644781290368	173.958116218023	149.97864684632	187.988593893471	135.915325260754
ENSMUSG00000001985	14.0150765402657	12.234743766508	3.33843037934197	15.0622709457523	11.9485781376506	25.91200980527	11.2001992735445	11.5752635058495	9.14770691939469	12.6759102801285
ENSMUSG00000001986	192.601224748981	193.627218467948	361.444776871635	532.35258869314	306.496905485505	373.60841495453	547.428697085714	708.956484376496	245.18299325957	233.425166781704
ENSMUSG00000001988	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001995	1477	1296	262.168189044877	0.939627277390736	1475	1582	1720	1862	229.673279796238	0.00387027171937944
ENSMUSG00000001998	666.061020491902	662.231159052067	468.963226397881	454.844147132457	653.44429777667	746.664632643058	579.772891028425	677.565651035997	353.446875811305	452.755862833187
ENSMUSG00000001999	452	421	493	540.439199965121	405	568	410	430	635	550
ENSMUSG00000002006	894.700777269034	805.716300407101	701.271197566539	705	837.861225997506	979.818028155477	723.125088788522	804.645459191264	665.29999914797	671.394353846801
ENSMUSG00000002007	1	6	13	8	3	5	1	7	3	8
ENSMUSG00000002010	1782	1580	1714	1871	1851	2127	2128	2044	2044	2037
ENSMUSG00000002012	2	1	0	1	0	1	0	1	0	1
ENSMUSG00000002014	2378	2338	3214	3473	2681	3567	3026	3129	3867	3431
ENSMUSG00000002015	2900	2546	2884	3443	2995	3516	3386	3395	3611	3445
ENSMUSG00000002017	1771	1782	1985	1788	1812	2233	2096	2542	2421	1796
ENSMUSG00000002020	3950.116897871	3934.89572102519	8895.60111366814	7549.49109250009	3548.38441599096	4910.91580640846	3536.67475798112	4520.87922946914	1753.56940876288	1073.51306117147
ENSMUSG00000002028	3869	3771	3217.96806430053	3742.99330415903	3913	4146	3535	3854	2846.83731603875	3895.14982937677
ENSMUSG00000002031	1301.52361467297	1178.58602508974	991.375076958889	1243.53870968725	1253.8583559623	1367.4913908372	1056.02496314241	1175.13072710271	864.584242232832	802.978985959638
ENSMUSG00000002032	46	41	8.58435857740586	28.2613534519591	29	40	16	18	23	10.0024639708447
ENSMUSG00000002033	0	0	3	0	0	0	0	0	1.03608498960663	1
ENSMUSG00000002043	207.787627480132	170.595882320846	182.946377703881	245.623967710421	199.833683464061	219	174.682297762498	158.843213024356	232	247.815967485282
ENSMUSG00000002052	2526.66671784911	2388.87337299202	2128.21282705461	2323.19874306261	2873.54373164098	3320.6906638986	2833.36640537917	3254.19163586542	2629.29957851319	2778.62861538672
ENSMUSG00000002055	2046.41995495775	1606.37151895489	2323.11751742577	2424.60297518694	1170.41280468953	1055.65248882103	1140.58772383475	1115.52383854423	1533.93893194091	1491.99578256953
ENSMUSG00000002057	8.20862512498918	6.09911448046285	6.05706277467793	3.00373261944317	5.00373648759591	6.06924823074238	5.03885645636933	5.11528745214199	7.06757809261621	14.1997051200992
ENSMUSG00000002058	210	232	299	417	278	320	347	346	535	614
ENSMUSG00000002059	1791.35926810992	1587.00257735409	1745.86899907773	2110.4150661347	1649.91973471975	2097.40208852627	2065.27670041114	2179.7355624296	2591.6638903326	2350.90778946952
ENSMUSG00000002064	1014.57728814712	795.911371769319	1023.888394167	1203.03893330429	984.782759010348	1141.57926356625	1099.78800624109	1069.97837822744	1225.79295174044	1075.60087820195
ENSMUSG00000002068	1247	1039	1174	1281	748	850	580	671	1235	1041
ENSMUSG00000002076	21.5683055229487	17.2695246363286	10.007966203032	21.5557687893541	26.0258223996602	17.9318186185205	28.0454132642775	22.4376677971718	24.6766812990346	18.4464021372744
ENSMUSG00000002083	330	259.844944129023	388	477.272684087095	334.041987646917	337.961983083588	375.46264108798	336.186733265347	270.732143552118	325.830623033658
ENSMUSG00000002100	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002102	3428.14199201453	3059.36742081881	4324.10428342268	4823.34487481802	3361.08543910053	4018.10785312498	3769.00392488498	3857.64749820312	5711	5129.33291797424
ENSMUSG00000002103	1383.83154087937	1394.0847964384	1104.90201002238	1308.38952023083	1486.65301656086	1751.54698761221	1284.00686200382	1256.21170061441	1071.64335819349	1097.33102019482
ENSMUSG00000002104	31	27	43	25	43	49	17	19	11	13
ENSMUSG00000002105	2025.85800798547	1943.63257918119	2010.89571657732	2115.65512518198	1966.91456089947	2577.89214687502	1914.99607511502	1937.35250179688	1792	1861.66708202576
ENSMUSG00000002107	1545.96343272557	1464.58426432648	807.261899451501	778.009258590006	1461.90170868161	1538	818.678821588662	1198	488.58029933046	377.608942624381
ENSMUSG00000002108	12	6	37	21	17	16	24	18	23	8
ENSMUSG00000002109	271.816230146084	309.355676756831	186.513997497693	293.338242412869	309.97252942943	325.761488688598	316.985706172729	234.761242550371	125.31003007263	192.093983810491
