ESC_slow1	ESC_slow2	ESC_slow3	ESC_slow4	ESC_m1	ESC_m2	ESC_fast1	ESC_fast2	ESC_fast3	ESC_fast4
ENSMUSG00000102135	2.311799	2.290059	8.95051205377923	4.48775982075684	9.264534	1.150078	10.35253	13.67897	4.44995670382584	4.22439885132365
ENSMUSG00000102136	0	0	3.35034328557698	0	0	0	0	0	0	1.01747890947899
ENSMUSG00000102137	9.051047	7.53395	15.824536043929	14.6049422479206	11.98441	9.99925	11.61353	18.8325	5.68514026395878	7.79455166499331
ENSMUSG00000102138	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102139	4	3	4	4	7	17	1	8	9	8.74110225395338
ENSMUSG00000102140	11.58062	16.0365	4.93828253568413	7.27411514421915	16.39403	2.314775	9.097494	8.107897	12.4655814558255	8.82585696671084
ENSMUSG00000102141	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000102142	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102143	11.10286	7.320771	3.00195819539568	5.04838553584164	12.09701	6.046688	6.100119	8.006409	1.000470880346	2.00054275611172
ENSMUSG00000102144	0	2	0	0	0	0	0	3	0	0
ENSMUSG00000102145	116.072	105.0857	68.9157983566979	71.8263535822744	140.3533	91.88211	148.1554	91.17121	77.6434847607679	72.903565577882
ENSMUSG00000102146	0	0	0	0	0	0	1.740326e-06	0	0	4.86457398230174e-08
ENSMUSG00000102147	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000102148	1	0	0	1	0	4	0	0	1	0
ENSMUSG00000102149	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102150	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102151	5	5	2	2	0	5	1	11	1	4
ENSMUSG00000102152	1	2	0	1	1	3	1	4	3	4
ENSMUSG00000102153	27.31243	17.48953	4.28119333587696	6.57969770549777	31.96059	23.1679	26.56085	16.64665	7.79141022931309	5.16577104211636
ENSMUSG00000102154	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102155	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102157	1	0	0	0	3	0	0	2	0	1
ENSMUSG00000102158	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102159	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102160	2.003975	3.004426	2.00542795250555	0	1.003019	0	0	3.011441	0	0
ENSMUSG00000102162	5.824897	1.001645	4.00509759474221	0	3.003387	3.003166	0	1.000843	3.0056917419741	2.00161312239121
ENSMUSG00000102163	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102164	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102166	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102167	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102168	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102169	0	0	1.19781903838451	2.4258187069745	0	0	0	0	0	0
ENSMUSG00000102170	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102172	4.746593	0	0	6.57865685197408	6.45445	3.652554	2.670106	5.978841	0	0
ENSMUSG00000102173	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102174	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102175	0	0	1.00518869050991	0	1.003431	0	0	0	0	0
ENSMUSG00000102176	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102177	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102178	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102179	44.15598	41.04435	16.8795703237227	17.8488684256286	32.02382	34.38299	54.04869	49.01033	20.2198225379048	22.7553757559384
ENSMUSG00000102180	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102181	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102182	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102184	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000102185	10	11	9	6	7	6	5	4	5	5
ENSMUSG00000102186	0	2	0	0	0	0	0	2	0	0
ENSMUSG00000102187	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102188	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000102189	16.94015	23	2	14.0286782587979	18.47247	36.62494	24.01764	23.8603	9.58628985331062	14.4225264622071
ENSMUSG00000102190	8.333924	12.30861	0	0	0	0	5.481112	16.60553	0	0
ENSMUSG00000102191	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102192	1.029521	3.164075	3.99894737317079	4.07022104593509	1.904722	0	5.984889	0	3.06979619225545	1.9276031255955
ENSMUSG00000102193	7.622028	1.270027	8.18341364136427	2.84152403652036	10.42695	1.265025	5.651043	7.494634	7.06635496102384	2.41412129675063
ENSMUSG00000102194	0	0	2	0	3	0	2	1	0	0
ENSMUSG00000102195	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102196	0	0	1.20032578026537	0	0	1.001687	0	4.007881	0	0
ENSMUSG00000102197	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000102198	0	1	0	0	0	1	0	1	0	0
ENSMUSG00000102199	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102200	0	0	2.00557175191928	3.0030891007113	0	0	0	2.004159	1.59302085925483	0
ENSMUSG00000102201	3.772391	0	0.441767605534444	0	13.33905	0	3.352542	1.459077	0.0460478180186929	6.87781732737138
ENSMUSG00000102202	10.81602	6.773794	7.24030191261159	4.06659307898475	3.565415	2.541638	4.590328	2.408573	10.977072264045	7.88485092283231
ENSMUSG00000102203	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000102204	257.282	388.5725	94.932211867936	139.135446118049	327.6298	383.0301	304.4873	323.8574	102.826361712257	138.72424331134
ENSMUSG00000102205	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102206	0	3.557909	1	0	0	1	2.12727	1	0	0
ENSMUSG00000102207	3	1	0	4	0	1	1	2.041831	1.00719389197554	1.33372280351082
ENSMUSG00000102208	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102211	1	3	0	0	1	1	0	3	1	1
ENSMUSG00000102212	1	4	0	0	0	0	1.001658	1	0	0
ENSMUSG00000102213	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000102214	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102215	3	0	0	1	0	0	0	0	0	0
ENSMUSG00000102216	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102217	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102218	0	0	1.56941466641754	0.723610753770114	0	0	0.6160514	0	0	0
ENSMUSG00000102219	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102220	2.07459	3.02779	0	1.00484547129199	2.017542	0	1.007983	2.016243	0	0
ENSMUSG00000102221	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102222	32.80323	36.23992	46.3143507528222	41.4503914143996	16.59335	41.5475	37.00297	44.39366	55.9144255765203	52.7938803509639
ENSMUSG00000102223	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102224	3	2	9	6	2	1	2	3	4	6
ENSMUSG00000102225	11.71009	20.1527	12.1999465107311	10.5638807934473	10.34611	19.89611	19.85903	11.49373	7.04420546845937	12.6875795587126
ENSMUSG00000102227	5.011923	0	1.02469486310957	3.02397653301666	7.074799	5.013253	6.011213	9.391111	2.02264335538809	0
ENSMUSG00000102229	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102230	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102231	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102232	9.32336	5.017934	5.23914506831023	0	9.685685	2	6.385307	2.350336	1	2
ENSMUSG00000102233	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102234	1.332204	1	1.7774509497125	2.0114054873561	1.87785	0	0	0.148881	0	2.01454836025204
ENSMUSG00000102235	8.374029	3.58654	8.35073420172747	3.96666908008738	9.635926	10.63645	4.916355	15.65848	11.0059186239913	2.30284770179549
ENSMUSG00000102236	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102238	0	7.342593	0	0	0	0	0	0	0	0
ENSMUSG00000102239	0	0	0	0	0	0	0	0	0	4.86457398230174e-08
ENSMUSG00000102240	1	1	0	2	0	0	0	1.072037	0	0
ENSMUSG00000102241	8.488893	13.49853	0	4.99598298195874	9.539395	18.93998	8.532352	18.85767	5.17937030432993	5.8200513037777
ENSMUSG00000102242	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102243	8.02833	9.282882	5.00674814774738	5.01235431059465	4.165559	7.041796	7.031217	8.047191	3.00279259458357	3.00593051128951
ENSMUSG00000102244	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102245	0	0	0	0	0	0	1.001878	0	0	0
ENSMUSG00000102246	14	25	8	13	12	8	22	14	8	4
ENSMUSG00000102247	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102248	0	0	1	0	0	0	1	1	0	0
ENSMUSG00000102249	2	3	0	1	2	1	2.708926	5	0	4.54582465026046
ENSMUSG00000102250	1	0	1	2	2	3	2	1	1	3
ENSMUSG00000102251	0	0	0	0	0	0	0	0.01105775	0	0
ENSMUSG00000102252	3809.799	3593.34	3217.07051797477	4042.25950865414	4502.985	3762.852	4560.329	4285.738	3844.38541449397	4289.57302533049
ENSMUSG00000102253	3	3	0	0	4	6	6.196965	1	1	0
ENSMUSG00000102254	2.87684	4.278458	3.30707108793169	4.84903061870323	4.4983	7.656751	3.35854	7.267816	6.7292203465563	5.61177966683403
ENSMUSG00000102255	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102256	0	57.4449	1.06333523544246	3.20248140115676	0	21.1876	0	13.93086	0	0
ENSMUSG00000102257	2	3	3	3	0	3	1	3	1	0
ENSMUSG00000102258	12.56834	14.46101	7.33615740357607	4.04981328799016	20.39947	12.75609	11.36908	7.565108	10.0519291317803	3.19819113505599
ENSMUSG00000102259	3	0	0	0	0	1	0	0	1	0
ENSMUSG00000102260	1	0	0	0	0	0	0	1	0	0
ENSMUSG00000102261	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102262	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102263	1	0	0	0	5	0	0	1	2	0
ENSMUSG00000102264	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102265	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102266	0	0	0	0	0	2	1	0	0	0
ENSMUSG00000102267	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102268	2	1.005344	1	0	3.007094	2	6.029152	1	1.00316947436128	1.00293003339749
ENSMUSG00000102269	3.055634	4.103703	2.03681611837522	4.06920212156924	6.113631	4.093465	2.04219	2.029657	0	0
ENSMUSG00000102270	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102271	0	0	3	0	1	1	0	1	1	0
ENSMUSG00000102272	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102273	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102274	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102275	97.43373	118.5477	39.3960881932574	35.5127299460176	92.77699	117.309	82.9784	110.6793	36.7965701146223	61.2250206652221
ENSMUSG00000102276	0	0	0	0	0	0	0	3	0	0
ENSMUSG00000102277	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102278	23	29	23	17	14	24	24	34	15	12
ENSMUSG00000102279	0	0	0	0	2	4	0	1	0	1
ENSMUSG00000102280	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102281	0	0	0	0	0	0	0	0	1.99999646351876	0
ENSMUSG00000102282	0	0	1	0	1	0	1	0	0	0
ENSMUSG00000102283	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102284	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102285	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102286	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102287	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000102288	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102289	57.52625	70.5627	13.8296790490158	11.9345032045302	77.84253	80.10551	71.58301	95.36427	15.8634300089894	6.32243715252723
ENSMUSG00000102290	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102291	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000102293	1	1	1	0	3	2	2	0	1	0
ENSMUSG00000102294	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102295	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102296	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000102297	0	1	0	0	0	0	1	0	0	0
ENSMUSG00000102298	5.031343	2.013868	1.00126298903856	0	6.037412	5.030712	7.037653	10.05757	0	0
ENSMUSG00000102299	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102300	0	0	0	1	0	1	0	1	1	0
ENSMUSG00000102301	0	0	1	0	0	0	1	0	0	0
ENSMUSG00000102302	70.96715	62.30478	26.8567116646984	38.1434074995217	81.31606	98.40603	85.37076	86.13051	36.3694007606647	34.5893862641754
ENSMUSG00000102303	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102304	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102305	50.64455	53.25749	23.0799961870759	28.2078187971396	40.41499	55.91358	49.5474	33.7006	23.4725602668732	24.9450339406876
ENSMUSG00000102307	103.0943	134.9081	99.1279351926143	79.1742612548034	170.0596	139.1933	146.133	250.3833	89.8281127583131	70.2466618277107
ENSMUSG00000102308	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102309	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102310	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102311	0	10.33856	1	2.64248793225507	0	0	0	1	0	0
ENSMUSG00000102312	2.552544	0	0	1.42638961734222	0	0	0	0	0	0
ENSMUSG00000102313	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102314	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102315	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102316	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102317	10.44661	20.07567	7.18582029676748	8.23151201626878	20.43448	14.05049	9.226017	13.37831	15.6845139629376	12.3663766671075
ENSMUSG00000102318	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102319	5	3	4	3	2	0	0	4.129147	2	0
ENSMUSG00000102320	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102321	2.034748	0	4.03585890856625	0	4.083495	3.071382	2.031187	0	1.01119559710891	3.04030845379333
ENSMUSG00000102322	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102323	26.24452	26	10.0500610462451	26	32	54	35	33	20	26
ENSMUSG00000102324	20	18	25	25	29	12	27	36	25	19
ENSMUSG00000102325	20.16912	26.15009	5.41324046560463	11.8786969835687	14.43337	13.59578	14.83809	14.52456	6.82213715317615	19.6379379696068
ENSMUSG00000102326	40.9461	68.61786	14.2381733587989	19.1955865056225	37.86027	63.28251	48.0714	85.93818	13.7981330083951	11.4148032890383
ENSMUSG00000102327	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102328	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102329	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000102330	13.67008	19.81504	1.27038096089749	11.7758225695626	12.9505	7.893291	14.05294	24.38566	12.6391788606268	1.28317242605208
ENSMUSG00000102331	4.006228	1.005269	6.00451616185635	1.00153462122153	2.001582	9.017006	4.004079	10.63204	0	2.00267375495463
ENSMUSG00000102332	1.12873	1.600486	0	2.34376167220336	4.714771	1.220237	3.867789	0	2.75081114607586	1.14568742767459
ENSMUSG00000102333	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102334	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102335	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102336	6.662293	10.62588	4.27005392020476	4.22851406750503	7.239379	9.674391	3.741509	9.254983	4.56670330054227	3.56005057473071
ENSMUSG00000102337	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102338	0	0	0	0	0	0	0	11.5494	0	0
ENSMUSG00000102339	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102341	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102342	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102343	6094.214	7331.464	5431.30029758671	4935.04669704903	6804.58	7542.565	5683.676	7713.798	5735.01805945014	4305.03912798281
ENSMUSG00000102344	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102345	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102346	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102347	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102348	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000102349	29.23657	86.92069	0	0	66.05497	62.14683	7.715521	31.4422	13.0209941700259	0
ENSMUSG00000102350	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102352	0	0	0	3.00147101716008	1.000524	0	0	1.000431	4.00159549550901	0
ENSMUSG00000102353	24	17	22	16	20	30	22	32	13	17
ENSMUSG00000102354	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102355	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102356	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000102357	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102358	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102359	11	5.569294	6.00111056858522	5.42727384093552	1	13.73448	7	8.562314	3.00091938638859	3
ENSMUSG00000102360	0	0	0	0	1.022051	1.028118	2.107233	3.132706	4.0049419314826	0
ENSMUSG00000102362	13	8	4	6	9	6	8	18	3	1
ENSMUSG00000102363	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102364	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102365	0	2	0	0	0	1	0	4	0	0
ENSMUSG00000102366	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102367	11	22	24	12.4388412625722	9.526577	13.45157	5	16	10	11.6273225791701
ENSMUSG00000102368	2.035846	0	1.04355564188064	1	2.365739	1	1.363623	2	0	0
ENSMUSG00000102369	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000102370	2	1	1	0	3	1	2	2	1	2
ENSMUSG00000102371	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102372	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000102373	1	14	1	1	3	5	5	2	0	0
ENSMUSG00000102374	4	4	0	0	4	5	5	7	2	3
ENSMUSG00000102375	9	3	3	3	5	4	9	4	4	9
ENSMUSG00000102376	4.6577	7.676131	1.65017396217485	4.40978352555935	8.461983	3.311069	1.73334	4.550589	2.97253246183441	5.30478588876385
ENSMUSG00000102377	4	0	1	1	0	0	1	2	2	0
ENSMUSG00000102378	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102379	0	0	0	0	1.000105	0	0	1.002537	0	0
ENSMUSG00000102380	1	0	1	0	6	0	0	0	0	1
ENSMUSG00000102381	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102382	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102383	20.48646	24.41057	8.35354156635775	15.8928251016473	18.88146	22.19181	18.74868	43.10527	11.6386109678609	6.34861143567835
ENSMUSG00000102384	8.94842	4.342291	6.71091558850662	3.32330935777648	7.989619	12.53519	10.43678	10.75962	0	3.1472327206047
ENSMUSG00000102385	0	0	0	0	0	0	0	1	0	2
ENSMUSG00000102386	9.796765	10.04949	0	2.34892742457754	9.653796	4.061991	6.56074	11.80246	1.51379216154936	2
ENSMUSG00000102387	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102388	0	0	0	0	0	0	0	0.1666667	0	0
ENSMUSG00000102389	9.282547	1.561152	1.11487366914642	1.26272275436038	1.425156	0	1.31606	0	4.24756710091279	0
ENSMUSG00000102390	0	0	0	0	0	0	0	7.525531	0	0
ENSMUSG00000102391	1	1	3	3.0546758161539	0	6	3.057742	5.019742	2	0
ENSMUSG00000102392	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102393	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000102394	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102395	0	0	0	0	0	0	0	0.9999925	0	0
ENSMUSG00000102396	0	0.9860123	0	0	0	0	3.040223e-06	0	0	8.49209275574212e-08
ENSMUSG00000102397	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102398	0	4	0	2	1	0	1	1	3	0
ENSMUSG00000102399	3.02707	1.005303	2.01242332372007	0	1.008568	7.042476	1.013097	2.024583	2.00538006879439	1.00288086720711
ENSMUSG00000102400	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102401	7.431997	1.046215	5.37342064280916	11	4.318791	5.316777	11.13219	12.94102	4.32295707850242	4.37391756672904
ENSMUSG00000102402	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102403	12.08872	26.0035	6.00115310246679	5.00129000818016	24.25846	22.15825	20.6597	23.2696	3.02386195118785	5.0324260036149
ENSMUSG00000102404	59.19872	57.04158	19.7671080141821	38.7769552011874	57.78323	71.79519	61.08935	78.25117	30.6476733904786	29.0843606436363
ENSMUSG00000102405	0	2.034859	0	0	1.86298	1.187577	1.182699	1.196743	0	0
ENSMUSG00000102406	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102407	0	0	1	2.48216871208691	0	0	0	0	2	1
ENSMUSG00000102408	0	0	2	0	1	0	2	0	1	1
ENSMUSG00000102409	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102410	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102411	198.2356	182.6839	128.169587207839	130.830217429624	200.9222	235.7753	220.018	177.1734	141.415003906955	118.756676685839
ENSMUSG00000102413	0	0	0.392808712934337	0	1	0	0	0.8001559	0	1
ENSMUSG00000102414	2.015964	0	0	3.21378865350319	2.008029	3.070478	5.077541	8.170963	1.03386658692645	0
ENSMUSG00000102415	14.84679	15.90643	5.42147334965137	11.8304985764887	12.0034	16.6035	15.17425	21.40262	12.3941162485323	11.8065803046684
ENSMUSG00000102416	0	1	0	0.2022461179893	0	0	1.862733	0	0	0
ENSMUSG00000102417	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102418	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102419	3	0	2	2	0	0	2	1	0	0
ENSMUSG00000102420	23	13	9	10	18	15	19	7	8	7
ENSMUSG00000102421	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102422	0	0	12.2608960874468	0	0	0	0	0	0	0
ENSMUSG00000102423	1.819756	0	2.00086905625888	3.00169861251768	1.213271	1.147614	0	1.000562	1.00039360986806	1.02409505367861
ENSMUSG00000102424	1	0	3.00060351017738	3.00088735269502	0	0	0	0	2.00037431613695	2.00039966364784
ENSMUSG00000102425	15.9672	17.12476	5.72500228606479	5.52372154650973	10.79024	21.44437	18.28727	14.20015	7.87111431087729	6.76515210709109
ENSMUSG00000102426	248	145	190.155475327952	171.684443423505	232	230	226	139	191.936882234089	149.528648722944
ENSMUSG00000102427	0	0	0	0	0	1.167364	0	0	0	0
ENSMUSG00000102428	174.4009	201.1411	237.622530577655	229.617565846437	270.3976	160.8704	228.0559	225.3962	207.235356763595	230.891023864687
ENSMUSG00000102429	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102430	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000102432	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102433	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102434	1	1	0	0	5	1	0	5	0	0
ENSMUSG00000102436	34.48924	18.09443	5.2566679954898	4.64069956744838	40.82626	14.98595	33.5521	45.47873	13.2258112039897	7.37935038189484
ENSMUSG00000102437	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000102438	0	1	0	0	0	1	0	0	1	0
ENSMUSG00000102440	32.56065	13.50082	21.2176596325113	14.9207678201917	27.16235	8	15.73947	18.35896	12	11.5446193700953
ENSMUSG00000102441	2	0	1	6	3	2	0	3	0	4
ENSMUSG00000102442	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102443	64.53786	65.95143	11.3645369819675	14.8156660072821	91.9339	43.28547	44.5355	99.14232	14.0749864366106	13.9410728797488
ENSMUSG00000102445	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102446	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000102447	0	2.005791	0	0	2.00476	2.005448	1.003464	1.850522	2.00450791637615	4.01014941238966
ENSMUSG00000102448	6	3	1	0	2	3	3	1	0	2
ENSMUSG00000102449	0	0	1	0	1	3	1	0	0	0
ENSMUSG00000102450	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102451	0	0	0	1	0	0	0	1	0	0
ENSMUSG00000102452	0	2	0	1	1	0	0	0	0	0
ENSMUSG00000102453	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102456	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102457	1	2.001816	3	0	0	0	0	1	0	2
ENSMUSG00000102458	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102459	0	2.673843	0	0	0	0	0	1.006344	0	2.42607108444643
ENSMUSG00000102460	2.003135	2.015786	1.00194106901902	0	0	0	1.004998	1.002336	2.00934570806513	2.00270498554861
ENSMUSG00000102461	9	10	5	2	8	12	13	18	4	8
ENSMUSG00000102462	1	8.898523	2	0	0	1.34451	0	0	0	0
ENSMUSG00000102463	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102464	0	0	0	0	1	0	0	2	1	0
ENSMUSG00000102465	65.22212	63.99451	19.6155370243913	49.0075603188029	77.61775	60.92746	77.6254	81.37081	30.0031128033486	29.192949498626
ENSMUSG00000102466	5.768646	5.609247	2.74060552509018	8.14522565039452	17.73157	7.32299	11.24697	9.564386	2.43927953774025	2.42610867636441
ENSMUSG00000102467	36.5971	0	0	76.4860984839332	0	0	0	8.110642e-08	0	0
ENSMUSG00000102469	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102470	19.48977	9.751913	1.06162289473799	8.70645975059054	10.22061	10.99385	15.14791	32.91044	5.99076724225269	4.53539235024604
ENSMUSG00000102471	1.002032	0	0	1.00080319422719	1.001632	1.001986	0	1.001707	1.00077523892585	1.00110788136495
ENSMUSG00000102473	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102474	1	6.073179	2.00204110662239	1.00056844824446	3.036257	4.14179	4.100793	9.076617	0	4.00399681187052
ENSMUSG00000102475	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000102476	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102478	13.82034	3.178782	5.17575118071071	8.31928600794496	10.61345	11.72003	10.61649	15.79298	10.431491321839	7.32539327853648
ENSMUSG00000102479	16	35	23	39	24	26	24	48	30	34
ENSMUSG00000102480	11.27649	21.18637	4.29993241755411	8.09281923779508	24.11509	25.27358	7.766378	22.10179	8.5600657978635	11.7644139233852
ENSMUSG00000102481	0	2.028554	1.00728078199254	2.00770040848469	2.095001	2.003926	7.107309	5.048065	2.03752044003102	5.04311033683184
ENSMUSG00000102482	6.26019	11.9512	4.08427316728	3.01318920171137	10.75365	8.493878	5.148836	44.08359	2.38954354139016	3.02884861704887
ENSMUSG00000102483	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102484	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102485	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102486	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102487	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102488	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102489	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102490	2.000388	2.000688	0	0	1.00021	0	3.000561	0	0	2.00004967616187
ENSMUSG00000102491	0	0	0	0	0	0	0	0	0	0
