"ESC_slow1","ESC_slow2","ESC_slow3","ESC_slow4","ESC_fast1","ESC_fast2","ESC_fast3","ESC_fast4"
"ENSMUSG00000079627",3.24879244592432,10.2996854474498,2.67772907799291,5.52909476808443,0,1.57844633617803,0,0
"ENSMUSG00000079628",29.6752180869793,57.5331352308327,33.722376316665,22.2476329356194,10.1648659791186,27.5529046925216,14.7794600472127,7.77280722147694
"ENSMUSG00000079629",1.03733077937596,13.2723828585602,8.95551689372271,10.3194444560375,0,2.72826123756218,1.02877237491109,1.2659878388039
"ENSMUSG00000079630",4.32583735243553,0,2.62236209224483,0,0,0,3.93279913107384,0
"ENSMUSG00000095510",3,0,0,0,1.99208899995813,0,0,0
"ENSMUSG00000095741",0,2.40858580776972,0,1.43109104911712,2.74442573111354,1.3996669790456,0,0
"ENSMUSG00000079633",16.2636928168332,17.4552008213263,21.9525202065952,17.240631003767,18.2131765433312,13.4587665086319,5.35962879880596,8.31794179058279
"ENSMUSG00000095698",1.04459752146029,2.10957977542879,1.1773908367651,2.31381792210859,0,0,1.03543326537182,0
"ENSMUSG00000079635",4.42931668398448,5.95899857216575,0,2.43413915190607,2.41680834153904,1.19187913210169,0,0
"ENSMUSG00000079636",0,0,1.66891092851221,0,0,0,0,0
"ENSMUSG00000079637",2.12038862348056,9.12779070154156,3.1863109802565,12.4832674920778,5.02546340754978,8.80458681969681,4.84067521571608,0
"ENSMUSG00000079638",14.653299327375,20.6077067883873,8.33420724486502,4.60631148781567,0,5.85153001926073,0,0
"ENSMUSG00000079639",59.6645111275616,91.783529315866,45.0602975483298,83.1727407453672,36.9148259435954,53.0999370741705,33.8283852008135,35.9324273148648
"ENSMUSG00000071772",0,9.91610347262588,1.57720362014903e-07,5.27450507972274e-06,4.42028332962975e-06,3.56852539642487,0,0
"ENSMUSG00000071773",131,192,150,133,109,154,76,68
"ENSMUSG00000079641",14657.0751466076,14098.8679917383,19743.5294755486,24002.0444544305,15366.7349467603,18051.6052252201,18641.9028420592,17651.3310471724
"ENSMUSG00000080241",0,3.99566894588437,2.46205214493426,1.28195329235533,1.2415936323393,0,2.48481977030184,0
"ENSMUSG00000083598",0,0,0,0,0,0,0,0
"ENSMUSG00000080764",0,1,0,0,0,0,0,0
"ENSMUSG00000085611",0,0,0,0,0,0,0,0
"ENSMUSG00000080896",100.356562531859,116.152769334152,212.292614592656,245.502584151804,149.794013344664,144.998771992451,244.645167881877,219.160442112704
"ENSMUSG00000083754",14.8171220318236,13.450183230808,6.72100905296877,17.1774150375408,8.21576829961217,20.4131876461181,13.8351520026019,6.09144625824085
"ENSMUSG00000083665",0,0,0,0,1,0,0,0
"ENSMUSG00000081684",33.6282771607449,21.2229959164252,55.7463334818462,17.1458594459336,11.7045693922167,10.1558293184484,34.5258597468044,10.2534311392882
"ENSMUSG00000081195",39.9642218826551,33.8397147380114,34.9490868854915,38.9367099967631,19,26.9474121891997,17,20
"ENSMUSG00000081036",0,0,0,0,0,0,0,0
"ENSMUSG00000082950",0,0,0,0,0,0,0,0
"ENSMUSG00000081843",0,0,0,0,0,0,1,0
"ENSMUSG00000082324",1.00861961432404,0,0,0,0,1.00558480271112,0,2
"ENSMUSG00000084009",7.77848510423802,5.91130011271374,10.3614853936111,10.6901593177696,0,1.04687962299988,0,0
"ENSMUSG00000081188",0,0,0,0,0,1,0,0
"ENSMUSG00000081147",0,0,0,0,0,0,0,0
"ENSMUSG00000081324",0,0,0,0,0,0,0,0
"ENSMUSG00000081133",10,6,3,11,1,6,1,1
"ENSMUSG00000084287",0,0,0,0,0,0,0,0
"ENSMUSG00000080903",0,0,0,0,0,0,0,0
"ENSMUSG00000081281",2.41007150741655,5.03154992885291,2.1222597353357,1.06374985492487,4.31577653866341,4.35462765085667,2.4586480786168,3.18944223664484
"ENSMUSG00000083399",0,0,0,0,0,0,0,0
"ENSMUSG00000083845",2.00013050366638,1,0,0,1.0001966476435,2.00011212710684,0,0
"ENSMUSG00000080942",0,0,0,0,2.01915586718202,0,0,1.00625486767014
"ENSMUSG00000082426",0,0,0,1,0,0,0,0
"ENSMUSG00000081220",1.29110499267646,16.2848733136075,3.88573751373183,3.82014422179385,11.0861295155219,17.807041860248,5.0277313522668,6.35295569801658
"ENSMUSG00000084158",0,0,0,0,0,0,0,0
"ENSMUSG00000081551",14.278504340286,12.8219977116245,13.511553789025,6.06651921275383,15.2331958725799,25.6037461831709,31.4159101046967,31.7464580506559
"ENSMUSG00000080714",0,0,0,0,0,0,0,0
"ENSMUSG00000083174",0,1,0,0,0,0,0,0
"ENSMUSG00000081398",0,0,0,0,0,0,0,0
"ENSMUSG00000082347",0,0,0,0,0,0,0,0
"ENSMUSG00000084247",0,0,0,0,0,0,0,0
"ENSMUSG00000084265",0,2.03522204427961,0,1.00990737957014,0,3.06241821511836,0,0
"ENSMUSG00000081880",0,0,2.00295514023322,0,0,0,0,0
"ENSMUSG00000082775",0,0,0,0,0,0,0,0
"ENSMUSG00000082887",0,0,0,0,0,0,0,0
"ENSMUSG00000081856",0,0,0,0,0,0,0,0
"ENSMUSG00000083683",0,0,0,0,0,0,0,0
"ENSMUSG00000082297",0,0,0,0,0,0,0,0
"ENSMUSG00000068014",0,0,0,0,5.88858697046384,2.97566888959489,0,2.94058102706104
"ENSMUSG00000081473",2.27266039673556,3.44789329577391,0,4.40788802028481,1.12968378106152,2.29264312040123,2.18050338990975,0
"ENSMUSG00000082147",0,0,0,0,0,0,0,0
"ENSMUSG00000083621",9.53168518901594,1.64016259410356,0,3.08828509587126,4.85442865607554,6.47752775285434,4.88099893544239,1.61145342438078
"ENSMUSG00000081526",0,0,0,0,0,1,0,0
"ENSMUSG00000080996",5.1151957965045,2.02887247045103,0,1.00505783931979,0,1.01100386916368,0,1.13017653676827
"ENSMUSG00000082556",0,0,0,0,0,0,0,0
"ENSMUSG00000082005",0.171219131636072,0,0,0,0,0.14541705284733,0,0
"ENSMUSG00000082966",2,1,0,1,1,1,0,0
"ENSMUSG00000082839",0,0,0,0,0,0,0,0
"ENSMUSG00000080933",0,0,0,0,0,0,0,0
"ENSMUSG00000084348",0,0,0,0,2.20359449208841,1.05371365848763,0,0
"ENSMUSG00000081320",0,0,0,1,0,0,0,0
"ENSMUSG00000081350",1.00867053282706,1.00762738909625,0,0,1.00779610753652,1.00773691292912,2.01460170880893,2.01489041828747
"ENSMUSG00000084030",0,0,0,0,0,0,0,0
"ENSMUSG00000083721",0,0,0,0,0,0,0,0
"ENSMUSG00000083455",0,0,0,0,0,0,0,0
"ENSMUSG00000083450",0,0,0,0,0,0,0,0
"ENSMUSG00000081129",23.3135751067016,16.1011335763636,16.1816298171994,19.2540445457648,25,34.0816941260701,25.296280835413,22.2509318767905
"ENSMUSG00000083484",0,0,0,0,0,0,0,0
"ENSMUSG00000082204",0,1.00487593634301,2.0049681464029,3.0069487396815,0,5.02021166852122,2.00540735575361,0
"ENSMUSG00000083112",0,0,0,0,0,0,2,0
"ENSMUSG00000084039",0,0,0,0,0,0,0,0
"ENSMUSG00000081180",0,0,0,0,0,0,0,0
"ENSMUSG00000084056",0,0,0,0,0,0,0,0
"ENSMUSG00000080798",0,1.00011867317634,0,0,0,0,0,0
"ENSMUSG00000083515",0,0,0,0,0,0,0,0
"ENSMUSG00000089963",0,0,0,0,0,0,0,0
"ENSMUSG00000081704",1,2,0,0,2,3,1,0
"ENSMUSG00000082660",0,0,0,0,0,0,0,0
"ENSMUSG00000082894",91.6766022963329,76.5038038253665,29.4405358339229,25.2312698346217,68.3518304954591,123.137773215906,16.482814068305,17.4172757213865
"ENSMUSG00000081300",0,0,0,0,0,0,0,0
"ENSMUSG00000082968",0,0,0,0,0,0,0,0
"ENSMUSG00000082886",0,0,0,0,0,2,0,0
"ENSMUSG00000082192",0,0,0,2.06937213680648,0,0,0,0
"ENSMUSG00000083094",0,1.00058478516495,0,0,0,1.00052106788758,0,0
"ENSMUSG00000082734",0,0,0,0,0,0,0,0
"ENSMUSG00000084000",0,0,0,0,0,0,0,0
"ENSMUSG00000081439",0,0,0,0,0,0,0,0
"ENSMUSG00000082497",0,0,0,0,0,0,0,0
"ENSMUSG00000082723",0,0,0,0,0,0,0,0
"ENSMUSG00000083098",0,0,0,0,0,0,0,0
"ENSMUSG00000083499",0,0,0,0,1,0,0,0
"ENSMUSG00000081918",1,0,0,0,0,1,0,0
"ENSMUSG00000084612",0,0,0,0,0,0,0,0
"ENSMUSG00000085396",3029,3362,4250.99999999999,3617,2338,2421,3672,3138
"ENSMUSG00000087365",35,72,40.0000000000001,50,31,65,32,23
"ENSMUSG00000087390",25.3137634027191,25.0592413106208,18.0663699828826,11.7092248146876,23.8102558584452,33.8137923459095,22.5416691301769,10.5920900206618
"ENSMUSG00000086173",0,2,4,4,7,1,1,3
"ENSMUSG00000085635",29.364492221229,28.0379007439766,21.5801475791996,35.8907318084571,47.5821537288854,88.3095377757688,34.2801371846276,22.4729450492907
"ENSMUSG00000086704",0,0,0,0,0,0,0,0
"ENSMUSG00000087369",0,0,0,0,0,0,0,0
"ENSMUSG00000086157",0,1,0,0,0,0,0,0
"ENSMUSG00000086948",0,0,0,0,0,0,0,0
"ENSMUSG00000087155",0,0,0,0,0,0,0,0
"ENSMUSG00000085157",0,0,1,1,0,0,0,0
"ENSMUSG00000050197",213,243,206,231,60,131,57,46
"ENSMUSG00000084990",0,0,0,1.5928827175748e-07,0,38.3293681707815,111.546894975536,3.53350329788619e-07
"ENSMUSG00000087873",0,0,0,0,0,0,0,0
"ENSMUSG00000088792",0,0,0,0,0,0,0,0
"ENSMUSG00000088918",0,0,0,0,0,0,0,0
"ENSMUSG00000089217",0,0,0,0,0,0,0,0
"ENSMUSG00000089443",0,0,0,0,0,0,0,0
"ENSMUSG00000092777",2,3,0,0,1,0,0,0
"ENSMUSG00000092794",0,0,0,0,0,0,0,0
"ENSMUSG00000092878",0,0,0,0,0,0,0,0
"ENSMUSG00000093059",53.1577093145222,47.1181877039352,24.7548553901314,26.7714861585481,41.584725514166,52.4243362272554,31.1578971311336,34.6038323898185
"ENSMUSG00000093206",0,0,0,0,0,0,0,0
"ENSMUSG00000093266",0,0,0,0,0,0,0,0
"ENSMUSG00000095240",0,0,0,0,0,0,0,0
"ENSMUSG00000095180",2809,3380,2372,2427,2223,3257,1255,1341
"ENSMUSG00000094897",1.12764547564703,1.33455276162108,0.444444444444444,0.490212765957446,1.26707292101537,1.17984085737777,0.510204081632653,0.46545114168137
"ENSMUSG00000094945",0,0,37.9595251642583,10.2634851984125,0,8.15337254793727,0,0
"ENSMUSG00000097468",179,142,123,184.999999840712,150,167.670631829219,16.4531050244641,133.99999964665
"ENSMUSG00000097197",138.043285003188,156.476873690759,83.8735455828507,103.871404837014,107.394920496349,160.304916396846,121.804681635253,102.63498860664
"ENSMUSG00000098271",0,0,0,0,0,0,0,0
"ENSMUSG00000101603",2,3,0,1,6,8,2,2
"ENSMUSG00000101233",0,0,0,0,0,0,0,0
"ENSMUSG00000104042",0,2,0,0,0,2,1,0
"ENSMUSG00000105738",0,0,0,0,0,0,0,0
"ENSMUSG00000105993",117,142,115,158,80,107,62,48
"ENSMUSG00000106388",34.4538279897087,62.1789827170775,42.6989498544334,43.6068308771097,34.9669739803365,40.2185146330283,25.805771538493,16.5831309283418
"ENSMUSG00000104879",0,0,0,0,0,0,0,0
"ENSMUSG00000005864",0,0,0,0,0,0,0,0
"ENSMUSG00000015214",767,780,510,637,928,998,558,524
"ENSMUSG00000015217",3188,3923.98144515552,2781,3413.99895237152,4350.99803830623,5409.4141138445,2698.42965029264,2684.51846028159
"ENSMUSG00000023074",334.85772640006,313,226.711189266175,261.255151665368,293.583362359415,381.847787236324,228,194.943693974142
"ENSMUSG00000023092",1070.99354137194,1115.97445192758,898.051881691675,952.887205592828,1066.82844606052,1183.24735300975,1071.24407251853,1049.07514742391
"ENSMUSG00000031337",1249.75061684723,1369.49209376711,890.511204055874,1013.82710022011,1254.96958313969,1619.82786816932,839.554737889261,692.776771844859
"ENSMUSG00000025288",0,2,0,0,0,0,0,0
"ENSMUSG00000031125",27.3404399480296,34.9228245795771,25.4699270667752,25.7527675539739,13.1547817731267,13.9894129821522,10.402925017422,8.79552226547094
"ENSMUSG00000031130",0,0,0,0,0,0,0,0
"ENSMUSG00000031131",1,8,13,15,3,4,2,1
"ENSMUSG00000031132",0,0,0,0,0,0,0,0
"ENSMUSG00000031133",23.0776947896707,34.7585254956684,19.1913894834964,10.1706230736527,15.47674010959,20.6692342468285,12.2469297999642,14.2162769014146
"ENSMUSG00000031137",480.69591299041,547.644292915665,214.065667883148,231.758060651412,497.358003973269,612.026531511003,215.047346631933,226.924035851788
"ENSMUSG00000031138",0,0,1.00804863392067,0,0,5.94517136614629,0,0
"ENSMUSG00000031139",2918,3517,1966.07844921323,1976.24773370176,2846,3801,2053.42722245547,1814.03365451645
"ENSMUSG00000062949",1638,1694.99999999999,942,1187,1931,1927,1018,1008
"ENSMUSG00000031179",51,72,29,21,34,56,30,12
"ENSMUSG00000031181",17,14,18,18,8,4,5,1
"ENSMUSG00000031182",0,0,0,0,0,0,0,0
"ENSMUSG00000031189",20.4566632149008,4.52045615059712,5.25518801414944,3.09714340178586,1.15304980684281,7.35381112350857,6.20504637929569,8.36412211462952
"ENSMUSG00000031194",0,0,0,0,0,0,0,0
"ENSMUSG00000031344",1.24582588386906,0,0,0,4.37207532921047,7,0,0
"ENSMUSG00000031347",1324,1367,975,1278,1588,1749.99999999999,1129,1200
"ENSMUSG00000031349",3754,3307,3034,3533,3975,4289,3241,3141
"ENSMUSG00000036790",3.72553024255486,9.47763404452989,4.24515701814214,2,8.40429958960082,15.2374503153754,1.26234354623249,2.03701070268332
"ENSMUSG00000035776",340.444332472247,315.856206104621,367.038904588506,360.390155608078,307,311,308.558231815033,299.368384823563
"ENSMUSG00000035967",1677,1352,1353,1453,1169,1042,1124,1015
"ENSMUSG00000033343",48.2808857025255,66,16,22.1151755374066,43.0190244503613,53.9660549344942,14,8
"ENSMUSG00000033361",425.728756516806,330.8907814916,381.668733532207,365.878462207151,483.437207628295,370.848459574756,374.540653104607,339.272195783612
"ENSMUSG00000045330",42,34,20,15,30,19,23,8
"ENSMUSG00000050424",6508.74295070962,5363.80913669558,6247.78393962604,7056.66192748619,5571.39504532304,5763.58594511242,3931.33683158348,4247.37877156038
"ENSMUSG00000045237",901,923,1012,1064,843,1043,758,712
"ENSMUSG00000031343",5.2730961146585,3,4.00663728795321,2.01696999054225,3,10.0271762183016,6.01726284923602,6
"ENSMUSG00000036357",0,0,0,0,0,0,0,1
"ENSMUSG00000061273",1956.61574450606,1974.25701076708,1107.14614043533,1452.3079249582,2643.20539453273,2831.69839892799,1405.89853512878,1372.32037904178
"ENSMUSG00000046287",149.25704929038,121.190863304424,127.216060373964,121.338072513813,158.604954676963,171.41405488759,106.66316841652,77.6212284396168
"ENSMUSG00000046180",68,111,55,56,69,109,42,36
"ENSMUSG00000051851",4,7,6,7,5,8,4,7
"ENSMUSG00000031340",36.0385003333231,37.0689298140695,52.1286604975166,50.3250898788347,24.0343836500349,30.0833734603024,41.1742888716036,23.0954679538459
"ENSMUSG00000053593",0,0,0,0,0,0,0,0
"ENSMUSG00000054626",115.232100314142,199.340699157591,141.530072933225,124.016398477609,71.4220078948806,188.212533069744,69.5193714706391,71.9997769702437
"ENSMUSG00000054727",492,907,288,317,184,563,110,93
"ENSMUSG00000054850",485.097461169919,526.856534338008,671.178494174063,694.598263131653,553.511720381595,585.51411791624,519.418408050381,528.585468992999
"ENSMUSG00000067768",464.035604139013,516.789677836141,367.064440116359,419.768663199126,314.373559166572,349.657219862953,227.081652964309,182.407969992866
"ENSMUSG00000055555",274,323,336,345,189,294,227,182
"ENSMUSG00000062170",2207,2501,2168,2377,2099,2769.99999999999,1662,1657
"ENSMUSG00000046699",31.7583933063718,16.1759445354714,6.40444572826439,13.1753683306639,33.7526672689942,20.8968619819594,8.21106640141554,8.32485052398261
"ENSMUSG00000056380",7,18,3,12,5,12,11,9
"ENSMUSG00000059334",2,10,6,5,5,11,9,2
"ENSMUSG00000060967",0,0,0,0,0,1,0,0
"ENSMUSG00000057836",3589.75769814509,3202.18564974021,3572.97120634907,3958.6281872896,3274.50305677766,3487.22519525208,2805.15942217111,2589.80147480662
"ENSMUSG00000056815",2.79826087006453,3.74969153490057,0.5,2.5,0.336341263306087,0,0,1
"ENSMUSG00000059690",4.20173912993547,1.25030846509943,0.5,7.5,3.66365873669391,7,2,2
"ENSMUSG00000057615",48,95,51,79,70,135,45,59
"ENSMUSG00000060681",661,680,542,657.999999999999,754,920.999999999999,532,478
"ENSMUSG00000058328",564.852018045072,497.601645197091,393.644958062065,487.905240055772,440.870104617844,485.240607025608,267.495883922167,235.43892387786
"ENSMUSG00000079845",438.210605730901,472.279769891033,377.483813099918,388.653577019816,350.70153737805,443.703613936747,302.687795510913,265.351855724941
"ENSMUSG00000058932",0,0,0,5.32184124225024,0,0,0,6.87037629455187
"ENSMUSG00000071745",37.1892479918347,49.5326432557899,34.2396375800287,59.0941983593342,63.9854390497463,75.8466916474797,33.2331062125485,0
"ENSMUSG00000064016",1,11,0,0,1,1,0,0
"ENSMUSG00000059401",12.0015295192363,20.0498916203294,4.00267328332242,7.06806497354222,14.0079626544507,13.0921668991834,3.00028063302209,8.04731006146878
"ENSMUSG00000064728",0,0,0,0,0,0,0,0
"ENSMUSG00000093905",0,1,0,0,0,0,0,0
"ENSMUSG00000065110",0,1,0,0,3,0,0,0
"ENSMUSG00000094896",0,1,0,0,0,1,0,0
"ENSMUSG00000065199",0,0,0,0,0,0,0,0
"ENSMUSG00000065404",0,0,0,0,0,0,0,0
"ENSMUSG00000065542",0,0,0,0,0,0,0,0
"ENSMUSG00000065689",0,0,0,0,0,0,0,0
"ENSMUSG00000065903",0,0,0,0,0,0,0,0
"ENSMUSG00000067771",148.477970460812,169.425461490141,157.672079932021,127.70754461226,74.6623592974555,104.04377127659,42.583495520881,94.9452562265584
"ENSMUSG00000043453",55,56,42,42,45,68,19,27
"ENSMUSG00000000838",8803.75022704071,8723.11508071059,4877.43471138236,6097.59290525186,11871.6801741447,11637.0614796444,5680.28520482098,5693.94069161912
"ENSMUSG00000067860",3169.98856789662,2653.9999802551,1942,2862,3471,3162,2258,2764.99719921543
"ENSMUSG00000067873",3187.70303770098,3542.57716792991,3015.06655782618,3438.54630448578,4160.01925832911,4996.97601544093,3221.75284689413,3149.61438323403
"ENSMUSG00000067909",4,0,0,0,0,0,0,0
"ENSMUSG00000067924",176.335518655706,216.384410952581,191.802917544893,226.839259384861,130.956044368603,205.651037856525,197.0523111665,155.018033826686
"ENSMUSG00000067925",165.664481344294,205.615589047419,171.978044474842,183.087483183575,148.043955631397,261.348962143475,112.9476888335,136.981966173314
"ENSMUSG00000073141",0,0,0,0,0,0,0,0
"ENSMUSG00000095782",0,0,0,0,0,0,0,0
"ENSMUSG00000070071",0,0,0,0,0,0,0,0
"ENSMUSG00000070073",0,0,0,0,0,0,0,0
"ENSMUSG00000070078",0,0,0,0,0,0,0,0
"ENSMUSG00000070081",0,0,0,0,0,0,0,0
"ENSMUSG00000070104",0,0,0,0,0,1,0,0
"ENSMUSG00000070110",0,0,0,0,0,0,0,0
"ENSMUSG00000070138",0,0,0,0,0,0,0,0
"ENSMUSG00000071748",861.41983601113,880.370266015958,114.365858891691,184.621921669107,973.234670099973,976.35121351743,77.2971918511274,108.619979028827
"ENSMUSG00000071753",0,0,0,0,0,0,0,0
"ENSMUSG00000053852",2,0,5,4.161196967224,7,6,6,2.05511147874566
"ENSMUSG00000072479",279.857167474108,318.672044433982,270.187126456451,240.726029484054,232.870291220979,279.567340186636,118.517746545817,103.529473503773
"ENSMUSG00000031134",1087.30082435772,1284.49131241192,682.925608181718,835.052738492639,1345.30606229022,1430.65392070738,849.29821464364,877.128438976764
"ENSMUSG00000073125",1043.48323910207,1094.61077803616,1169.30520918455,1218.83112766173,735.823791470978,921.188189713522,638.864394171117,586.415936903059
"ENSMUSG00000073130",13,22,33,39,29,19,9,14
"ENSMUSG00000073139",1455,1477,1298,1575,1497,1904.00000000001,1196,1161
"ENSMUSG00000035847",1203.99759874196,1173,793,957,1449.97025549224,1373,804,834
"ENSMUSG00000073173",0,0,0,0,0,0,0,0
"ENSMUSG00000073176",368.546221148517,389.565103761696,278.991661115363,324.490825739585,413.263532714491,498.560861573128,279.456587646038,258.575857316454
"ENSMUSG00000073177",23,16,17,26,3,5,6,5
"ENSMUSG00000076005",0,0,0,0,0,0,0,0
"ENSMUSG00000076455",0,0,0,0,0,0,0,0
"ENSMUSG00000077092",0,0,0,0,0,0,0,0
"ENSMUSG00000077119",0,0,0,0,0,0,0,0
"ENSMUSG00000077127",0,0,0,1,0,0,0,0
"ENSMUSG00000094894",0,0,0,0,0,0,0,0
"ENSMUSG00000077275",0,0,0,0,0,0,0,0
"ENSMUSG00000077309",0,0,0,0,0,0,0,0
"ENSMUSG00000077847",0,0,0,0,0,0,0,0
"ENSMUSG00000096504",0,0,0,0,0,0,0,0
"ENSMUSG00000077872",0,0,0,0,0,0,0,0
"ENSMUSG00000094184",0,0,0,0,0,0,0,0
"ENSMUSG00000095006",0,0,0,0,0,0,0,0
"ENSMUSG00000096628",0,0,0,0,0,0,0,0
"ENSMUSG00000078002",0,0,0,0,0,0,0,0
"ENSMUSG00000078017",0,0,0,0,0,0,0,0
"ENSMUSG00000078024",0,0,0,0,0,0,0,0
"ENSMUSG00000078038",0,0,0,0,0,0,0,0
"ENSMUSG00000078317",178,160,153,166,145,173,103,114
"ENSMUSG00000079566",4,0,0,1,0,1,0,1.88717723829339
"ENSMUSG00000031351",1250,1085,782,810,1283,1291,771,690
"ENSMUSG00000073131",1594.12614123165,1589.43626218936,723.011984888097,920.549529245962,2170.54934099766,2209.18395000401,919.638702773067,854.683673847414
"ENSMUSG00000079577",58.5,78,31.5,57,54.5,80.5,26.5,24
"ENSMUSG00000079578",58.5,78,31.5,57,54.5,80.5,26.5,24
"ENSMUSG00000079579",0,0,0,0,0,0,0,0
"ENSMUSG00000079583",0,0,0,0,0,0,0,0
"ENSMUSG00000079584",3388,3195,2090,2553,2031,2465,871,754
"ENSMUSG00000067878",219,151,162,281,265,177,200,262
"ENSMUSG00000080321",2,7,1,0,1,5,1,0
"ENSMUSG00000080383",1.28141066306383,2.7244887468278,0,0.392704215582366,0,1.68244032449412,0,0
"ENSMUSG00000080555",0,0,0,0,1.60266978286113,0,0,0
"ENSMUSG00000081298",0,0,0,0,0,0,0,0
"ENSMUSG00000083411",0,0,0,10.6675061163894,8.20106943628783,0,0,3.77957031047481
"ENSMUSG00000082965",1.0037541628654,1.45321973591446,0,1.84219973833805,3.01594495807456,3,0,3.18495502863229
"ENSMUSG00000080889",0,0,0,0,0,0,0,0
"ENSMUSG00000082162",0,0,0,0,0,0,0,0
"ENSMUSG00000083738",0,0,0,0,0,0,0,0
"ENSMUSG00000083406",0,0,0,0,0,0,0,0
"ENSMUSG00000083074",0,0,0,0,0,0,0,0
"ENSMUSG00000082467",0,0,0,1.01297639764077,1.00545096653608,0,0,0
"ENSMUSG00000081341",0,1,1,0,1,8,2,0
"ENSMUSG00000083069",0,0,0,0,0,0,0,0
"ENSMUSG00000084396",0,0,0,0,0,0,0,0
"ENSMUSG00000080710",0,0,0,0,0,0,0,0
"ENSMUSG00000084074",24,20,27,29,13,17,18,15
"ENSMUSG00000084369",0,0,0,0,0,0,0,0
"ENSMUSG00000084394",0,0,0,0,0,0,0,0
"ENSMUSG00000081209",0,0,0,0,0,0,0,0
"ENSMUSG00000081269",4.95667989711062,2.13399117353615,1.09478239902727,7.43507128154943,2.94144098667726,6.4160470481409,2.12903726720874,5.52863342287016
"ENSMUSG00000082269",1.74010033752449,0,0,1,0,0,0,0
"ENSMUSG00000081089",0,0,0,0,0,0,0,0
"ENSMUSG00000082863",0,0,0,0,0,0,0,0
"ENSMUSG00000082226",8,8,5,5,7,7,2,4
"ENSMUSG00000081765",0,0,0,0,0,0,0,0
"ENSMUSG00000081442",4.06493693803398,0,2.031014880313,1.01850419169148,3,0,0,0
"ENSMUSG00000081603",43.0715872924046,27.9292163906317,233.269246421147,246.303081868473,32.7538633096371,31.1317603061262,54.499395644466,53.4541953548369
"ENSMUSG00000081638",0,0,0,0.25,0,0,0,0
"ENSMUSG00000081100",0,0,0,0,0,0,0,0
"ENSMUSG00000083784",0,0,0,0,0,0,0,0
"ENSMUSG00000083119",0,0,0,0,0,0,0,0
"ENSMUSG00000083543",0,0,0,0,0,1,0,0
"ENSMUSG00000083747",0.5,0,0.5,0,0,0.5,0,0
"ENSMUSG00000083243",0,0,0,1,0,1,0,0
"ENSMUSG00000084305",0,0,0,0,0,0,0,0
"ENSMUSG00000081084",1.00895575550054,1.01281525080334,1.00420016897418,1.00475758291742,2.01208258801395,2.0103362857034,0,3.01541021126067
"ENSMUSG00000082337",0,0,0,0,0,0,0,0
"ENSMUSG00000083463",0,1.0001017675762,2.00010114449139,0,0,0,0,0
"ENSMUSG00000081706",1.52367263727801,1.00064206790155,0,0,1.00069349462122,0,0,0
"ENSMUSG00000081323",0,0,0,0,1,0,0,0
"ENSMUSG00000080828",0,0,0,0,0,0,0,0
"ENSMUSG00000081024",0,0,0,0,0,0,0,0
"ENSMUSG00000096376",0,0,0,0.25,0,0,0,0
"ENSMUSG00000082770",0,0,0,0,0,0,0,0
"ENSMUSG00000083798",33.8557603383299,52.782908357235,44.0294918383139,54.4843881721427,29.3495052414382,27.1694755032888,51.1776881634821,35.5775796547741
"ENSMUSG00000083821",2,0,1,0,0,2,0,0
"ENSMUSG00000083617",0,0,0,0,0,0,0,1.00477776994488
"ENSMUSG00000096374",0,0,0,0,0,0,0,0
"ENSMUSG00000083709",0,0,0,0,0,0,0,0
"ENSMUSG00000082822",0,0,0,0,0,0,0,0
"ENSMUSG00000083346",0,1.0007030244057,0,0,0,1.00067989154264,0,0
"ENSMUSG00000081598",0,0,0,0,0,0,0,0
"ENSMUSG00000084044",0,0,0,0,0,0,0,0
"ENSMUSG00000084185",1.00623472505141,1.00587262514719,1.00042850364994,0,0,1.00564928893075,2.00061719922435,0
"ENSMUSG00000084114",0,0,0,0,0,0,0,0
"ENSMUSG00000083084",12.48383985494,15.3466463180882,2.00611310766758,3.24646665711384,13.8449983217912,11.9252655340059,2.24021733430344,5.13832782505589
"ENSMUSG00000083366",0,0,0,0,0,0,0,0
"ENSMUSG00000081729",7.10599424008345,2.02660199705468,2.02235102230703,2.02070805354972,2.02390219418982,3.03781449515863,0,1.01048186264596
"ENSMUSG00000082202",0,0,0,0,0,0,0,0
"ENSMUSG00000081891",0,1.0020836650216,0,2,2,0,0,1
"ENSMUSG00000082228",0,0,0,0,0,0,0,0
"ENSMUSG00000084308",5,5,1,0,1,2,1,3
"ENSMUSG00000082794",0,0,0,0,0,0,0,0
"ENSMUSG00000083158",0,0,0,0,0,0,0,0
"ENSMUSG00000083010",0,0,0,0,0,0,0,0
"ENSMUSG00000082336",0,0,0,0,0,0,0,0
"ENSMUSG00000082538",0,0,0,0,0,0,0,0
"ENSMUSG00000082652",0,1,0,0,0,0,0,0
"ENSMUSG00000081477",0,0,0,0,0,0,0,0
"ENSMUSG00000082168",1,1,0,2,0,0,1,4
"ENSMUSG00000083982",3.08969450576383,1.01181866022969,2.0175823734385,1.00779803447779,1.00994560465199,2.02397079566171,0,0
"ENSMUSG00000083428",0,0,1,0,0,1,0,0
"ENSMUSG00000083843",0,0,0,0,0,0,0,0
"ENSMUSG00000080938",1.00007316231743,0,0,0,2.00017532483345,1.00005159410312,0,0
"ENSMUSG00000081937",0,0,0,0,0,0,0,0
"ENSMUSG00000080968",0,4.50393218712108,0,0,1.41116016300389,0,0,0
